# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s]
2.878566400e-02 6.134700000e+06 8.983600000e+00 7.438400000e+15 1.525051073e-04 1.642170000e+11 5.042860000e+03 1.953430000e+04 2.581540000e-01 9.996300000e-01 1.002780000e+00 3.974820000e-01 2.175620000e-01 5.182990000e-07 5.540450000e-09 1.591030000e-14 5.540460000e-09 7.443430000e-05 6.744600000e+05 3.405100000e+08 1.666400000e+00 3.767100000e+00 1.247800000e+15
3.174662800e-02 6.132700000e+06 8.973600000e+00 7.427700000e+15 2.044458957e-04 1.489500000e+11 5.558120000e+03 1.953430000e+04 2.845310000e-01 9.996290000e-01 1.002790000e+00 3.974820000e-01 2.175630000e-01 5.235570000e-07 6.732500000e-09 1.952950000e-14 6.732510000e-09 8.205190000e-05 6.750000000e+05 3.405100000e+08 1.666400000e+00 3.768900000e+00 1.247400000e+15
3.488034200e-02 6.130200000e+06 8.960200000e+00 7.413600000e+15 2.709652031e-04 1.356200000e+11 6.102350000e+03 1.953430000e+04 3.123910000e-01 9.996270000e-01 1.002800000e+00 3.974830000e-01 2.175640000e-01 5.231230000e-07 8.118280000e-09 2.352960000e-14 8.118310000e-09 9.010160000e-05 6.757300000e+05 3.405100000e+08 1.666400000e+00 3.771400000e+00 1.246900000e+15
3.896018800e-02 6.127000000e+06 8.943500000e+00 7.395900000e+15 3.772072491e-04 1.214860000e+11 6.808990000e+03 1.953430000e+04 3.485660000e-01 9.996250000e-01 1.002820000e+00 3.974830000e-01 2.175660000e-01 5.146670000e-07 1.011230000e-08 2.883500000e-14 1.011240000e-08 1.005600000e-04 6.766300000e+05 3.405100000e+08 1.666400000e+00 3.774500000e+00 1.246300000e+15
4.317311000e-02 6.123000000e+06 8.922600000e+00 7.373700000e+15 5.126678723e-04 1.097010000e+11 7.536240000e+03 1.953430000e+04 3.857950000e-01 9.996220000e-01 1.002840000e+00 3.974840000e-01 2.175680000e-01 5.151810000e-07 1.239490000e-08 3.537850000e-14 1.239490000e-08 1.113330000e-04 6.777800000e+05 3.405200000e+08 1.666400000e+00 3.778400000e+00 1.245500000e+15
4.822179500e-02 6.118200000e+06 8.897400000e+00 7.347100000e+15 7.132329239e-04 9.829960000e+10 8.404070000e+03 1.953430000e+04 4.302210000e-01 9.996190000e-01 1.002860000e+00 3.974840000e-01 2.175710000e-01 5.153710000e-07 1.542560000e-08 4.404460000e-14 1.542570000e-08 1.242000000e-04 6.791500000e+05 3.405200000e+08 1.666400000e+00 3.783100000e+00 1.244500000e+15
5.332254900e-02 6.112200000e+06 8.866200000e+00 7.314000000e+15 9.626227645e-04 8.898130000e+10 9.276400000e+03 1.953430000e+04 4.748770000e-01 9.996150000e-01 1.002890000e+00 3.974850000e-01 2.175750000e-01 5.103610000e-07 1.881020000e-08 5.318520000e-14 1.881020000e-08 1.371500000e-04 6.808700000e+05 3.405300000e+08 1.666400000e+00 3.789000000e+00 1.243300000e+15
5.949059100e-02 6.105500000e+06 8.831100000e+00 7.277000000e+15 1.333591840e-03 7.985800000e+10 1.032460000e+04 1.953430000e+04 5.285350000e-01 9.996100000e-01 1.002930000e+00 3.974860000e-01 2.175800000e-01 5.052800000e-07 2.332750000e-08 6.530040000e-14 2.332760000e-08 1.527340000e-04 6.828000000e+05 3.405400000e+08 1.666400000e+00 3.795600000e+00 1.241900000e+15
6.505633700e-02 6.099500000e+06 8.800000000e+00 7.244200000e+15 1.739843933e-03 7.311880000e+10 1.126360000e+04 1.953430000e+04 5.766050000e-01 9.996060000e-01 1.002960000e+00 3.974870000e-01 2.175860000e-01 5.193420000e-07 2.779470000e-08 7.997040000e-14 2.779480000e-08 1.667180000e-04 6.845300000e+05 3.405400000e+08 1.666400000e+00 3.801600000e+00 1.240700000e+15
6.918104800e-02 6.094200000e+06 8.773000000e+00 7.215700000e+15 2.088231354e-03 6.882870000e+10 1.195500000e+04 1.953430000e+04 6.120000000e-01 9.996020000e-01 1.002980000e+00 3.974880000e-01 2.175930000e-01 4.531840000e-07 3.133960000e-08 7.868310000e-14 3.133970000e-08 1.770300000e-04 6.860300000e+05 3.405500000e+08 1.666400000e+00 3.806800000e+00 1.239600000e+15
7.287582200e-02 6.087000000e+06 8.735900000e+00 7.176600000e+15 2.436618775e-03 6.540140000e+10 1.257090000e+04 1.953430000e+04 6.435280000e-01 9.995970000e-01 1.003020000e+00 3.974890000e-01 2.175980000e-01 5.117860000e-07 3.468140000e-08 9.833130000e-14 3.468150000e-08 1.862300000e-04 6.881200000e+05 3.405600000e+08 1.666400000e+00 3.813900000e+00 1.238200000e+15
7.904380600e-02 6.081200000e+06 8.706100000e+00 7.145200000e+15 3.099170267e-03 6.040110000e+10 1.359110000e+04 1.953430000e+04 6.957560000e-01 9.995930000e-01 1.003050000e+00 3.974900000e-01 2.176090000e-01 4.651510000e-07 4.059910000e-08 1.046230000e-13 4.059920000e-08 2.014920000e-04 6.897900000e+05 3.405600000e+08 1.666400000e+00 3.819700000e+00 1.237000000e+15
8.090584200e-02 6.078500000e+06 8.692000000e+00 7.130500000e+15 3.320020764e-03 5.904280000e+10 1.389720000e+04 1.953430000e+04 7.114230000e-01 9.995910000e-01 1.003060000e+00 3.974910000e-01 2.176130000e-01 5.196230000e-07 4.246810000e-08 1.222560000e-13 4.246820000e-08 2.060780000e-04 6.905900000e+05 3.405700000e+08 1.666400000e+00 3.822500000e+00 1.236500000e+15
8.256861800e-02 6.075900000e+06 8.678700000e+00 7.116500000e+15 3.525690537e-03 5.788220000e+10 1.416970000e+04 1.953430000e+04 7.253730000e-01 9.995890000e-01 1.003070000e+00 3.974910000e-01 2.176170000e-01 4.816880000e-07 4.416870000e-08 1.178690000e-13 4.416890000e-08 2.101640000e-04 6.913400000e+05 3.405700000e+08 1.666400000e+00 3.825100000e+00 1.235900000e+15
8.416939500e-02 6.072100000e+06 8.659100000e+00 7.096000000e+15 3.731360310e-03 5.680880000e+10 1.443120000e+04 1.953430000e+04 7.387640000e-01 9.995860000e-01 1.003090000e+00 3.974910000e-01 2.176210000e-01 4.777500000e-07 4.583430000e-08 1.213140000e-13 4.583440000e-08 2.140900000e-04 6.924500000e+05 3.405700000e+08 1.666400000e+00 3.828900000e+00 1.235200000e+15
8.720662400e-02 6.068000000e+06 8.638200000e+00 7.074000000e+15 4.142699856e-03 5.488180000e+10 1.492550000e+04 1.953430000e+04 7.640670000e-01 9.995830000e-01 1.003110000e+00 3.974920000e-01 2.176280000e-01 4.763030000e-07 4.906770000e-08 1.294800000e-13 4.906790000e-08 2.215130000e-04 6.936500000e+05 3.405800000e+08 1.666400000e+00 3.833100000e+00 1.234300000e+15
8.912401600e-02 6.063500000e+06 8.615500000e+00 7.050100000e+15 4.416926220e-03 5.373390000e+10 1.523620000e+04 1.953430000e+04 7.799700000e-01 9.995800000e-01 1.003140000e+00 3.974930000e-01 2.176330000e-01 4.751790000e-07 5.115900000e-08 1.346800000e-13 5.115910000e-08 2.261840000e-04 6.949500000e+05 3.405800000e+08 1.666400000e+00 3.837600000e+00 1.233400000e+15
9.233956100e-02 6.058000000e+06 8.587500000e+00 7.020800000e+15 4.902730333e-03 5.191730000e+10 1.575460000e+04 1.953430000e+04 8.065090000e-01 9.995760000e-01 1.003160000e+00 3.974940000e-01 2.176410000e-01 4.710100000e-07 5.474990000e-08 1.428700000e-13 5.475000000e-08 2.339870000e-04 6.965600000e+05 3.405900000e+08 1.666400000e+00 3.843200000e+00 1.232300000e+15
9.535500600e-02 6.053300000e+06 8.563800000e+00 6.996000000e+15 5.388534445e-03 5.032680000e+10 1.623790000e+04 1.953430000e+04 8.312480000e-01 9.995730000e-01 1.003190000e+00 3.974940000e-01 2.176500000e-01 4.670650000e-07 5.821130000e-08 1.506340000e-13 5.821150000e-08 2.412710000e-04 6.979300000e+05 3.405900000e+08 1.666400000e+00 3.848000000e+00 1.231400000e+15
9.751512200e-02 6.049300000e+06 8.543300000e+00 6.974600000e+15 5.754965002e-03 4.924890000e+10 1.658230000e+04 1.953430000e+04 8.488790000e-01 9.995700000e-01 1.003210000e+00 3.974950000e-01 2.176570000e-01 4.640260000e-07 6.074620000e-08 1.561720000e-13 6.074640000e-08 2.464680000e-04 6.991100000e+05 3.406000000e+08 1.666400000e+00 3.852100000e+00 1.230500000e+15
9.968677700e-02 6.045200000e+06 8.522600000e+00 6.952900000e+15 6.139166583e-03 4.821310000e+10 1.692700000e+04 1.953430000e+04 8.665250000e-01 9.995670000e-01 1.003230000e+00 3.974960000e-01 2.176640000e-01 4.613460000e-07 6.334020000e-08 1.619020000e-13 6.334030000e-08 2.516750000e-04 7.003200000e+05 3.406000000e+08 1.666300000e+00 3.856300000e+00 1.229700000e+15
1.018199100e-01 6.041200000e+06 8.502200000e+00 6.931500000e+15 6.532253676e-03 4.723950000e+10 1.726400000e+04 1.953430000e+04 8.837810000e-01 9.995640000e-01 1.003250000e+00 3.974960000e-01 2.176710000e-01 4.587190000e-07 6.593180000e-08 1.675690000e-13 6.593200000e-08 2.567720000e-04 7.015100000e+05 3.406100000e+08 1.666300000e+00 3.860500000e+00 1.228900000e+15
1.038720570e-01 6.035900000e+06 8.475400000e+00 6.903600000e+15 6.925340768e-03 4.634130000e+10 1.758690000e+04 1.953430000e+04 9.003070000e-01 9.995610000e-01 1.003270000e+00 3.974970000e-01 2.176780000e-01 4.556760000e-07 6.846590000e-08 1.728570000e-13 6.846600000e-08 2.616600000e-04 7.030800000e+05 3.406100000e+08 1.666300000e+00 3.865900000e+00 1.227800000e+15
1.071378000e-01 6.029400000e+06 8.443000000e+00 6.869800000e+15 7.581612747e-03 4.498430000e+10 1.809760000e+04 1.953430000e+04 9.264520000e-01 9.995560000e-01 1.003300000e+00 3.974980000e-01 2.176900000e-01 4.517880000e-07 7.257730000e-08 1.816780000e-13 7.257750000e-08 2.694020000e-04 7.049900000e+05 3.406200000e+08 1.666300000e+00 3.872600000e+00 1.226500000e+15
1.102272260e-01 6.022600000e+06 8.408700000e+00 6.834100000e+15 8.237884725e-03 4.377610000e+10 1.857730000e+04 1.953430000e+04 9.510100000e-01 9.995510000e-01 1.003340000e+00 3.974990000e-01 2.177030000e-01 4.472910000e-07 7.655500000e-08 1.897320000e-13 7.655520000e-08 2.766860000e-04 7.070200000e+05 3.406300000e+08 1.666300000e+00 3.879700000e+00 1.225100000e+15
1.136749460e-01 6.015400000e+06 8.372700000e+00 6.796700000e+15 9.011834790e-03 4.250700000e+10 1.910860000e+04 1.953430000e+04 9.782070000e-01 9.995460000e-01 1.003370000e+00 3.975000000e-01 2.177180000e-01 4.427380000e-07 8.109200000e-08 1.989380000e-13 8.109220000e-08 2.847670000e-04 7.091600000e+05 3.406300000e+08 1.666300000e+00 3.887200000e+00 1.223700000e+15
1.169388950e-01 6.008600000e+06 8.338800000e+00 6.761400000e+15 9.785784855e-03 4.137610000e+10 1.960750000e+04 1.953430000e+04 1.003750000e+00 9.995410000e-01 1.003410000e+00 3.975010000e-01 2.177330000e-01 4.382120000e-07 8.547960000e-08 2.075670000e-13 8.547980000e-08 2.923690000e-04 7.112000000e+05 3.406400000e+08 1.666300000e+00 3.894400000e+00 1.222300000e+15
1.198754560e-01 6.002100000e+06 8.306700000e+00 6.728000000e+15 1.051706563e-02 4.041260000e+10 2.005300000e+04 1.953430000e+04 1.026550000e+00 9.995370000e-01 1.003440000e+00 3.975020000e-01 2.177480000e-01 4.339680000e-07 8.950190000e-08 2.152380000e-13 8.950220000e-08 2.991690000e-04 7.131300000e+05 3.406500000e+08 1.666300000e+00 3.901200000e+00 1.221000000e+15
1.226853660e-01 5.995800000e+06 8.275400000e+00 6.695500000e+15 1.124834639e-02 3.953500000e+10 2.047610000e+04 1.953430000e+04 1.048210000e+00 9.995320000e-01 1.003470000e+00 3.975030000e-01 2.177630000e-01 4.299340000e-07 9.341510000e-08 2.225690000e-13 9.341530000e-08 3.056390000e-04 7.150300000e+05 3.406600000e+08 1.666300000e+00 3.907900000e+00 1.219700000e+15
1.253821000e-01 5.989600000e+06 8.244700000e+00 6.663800000e+15 1.197962716e-02 3.873070000e+10 2.087940000e+04 1.953430000e+04 1.068860000e+00 9.995280000e-01 1.003500000e+00 3.975040000e-01 2.177780000e-01 4.259660000e-07 9.722810000e-08 2.295260000e-13 9.722830000e-08 3.118150000e-04 7.169000000e+05 3.406600000e+08 1.666300000e+00 3.914500000e+00 1.218400000e+15
1.279769790e-01 5.980700000e+06 8.201200000e+00 6.618700000e+15 1.271090793e-02 3.798960000e+10 2.126460000e+04 1.953430000e+04 1.088580000e+00 9.995210000e-01 1.003540000e+00 3.975060000e-01 2.177920000e-01 4.213690000e-07 1.009510000e-07 2.357480000e-13 1.009510000e-07 3.177280000e-04 7.195800000e+05 3.406700000e+08 1.666300000e+00 3.923900000e+00 1.216700000e+15
1.326727250e-01 5.969500000e+06 8.146200000e+00 6.561900000e+15 1.410420644e-02 3.672470000e+10 2.195480000e+04 1.953430000e+04 1.123910000e+00 9.995130000e-01 1.003600000e+00 3.975080000e-01 2.178200000e-01 4.152800000e-07 1.078070000e-07 2.481430000e-13 1.078080000e-07 3.283410000e-04 7.229800000e+05 3.406800000e+08 1.666300000e+00 3.936000000e+00 1.214400000e+15
1.370863530e-01 5.957800000e+06 8.089200000e+00 6.503200000e+15 1.549750494e-02 3.561720000e+10 2.259530000e+04 1.953430000e+04 1.156700000e+00 9.995050000e-01 1.003650000e+00 3.975100000e-01 2.178500000e-01 4.081170000e-07 1.143910000e-07 2.587780000e-13 1.143910000e-07 3.382180000e-04 7.265400000e+05 3.407000000e+08 1.666300000e+00 3.948700000e+00 1.212000000e+15
1.418554770e-01 5.947000000e+06 8.036800000e+00 6.449200000e+15 1.709601795e-02 3.450060000e+10 2.327810000e+04 1.953430000e+04 1.191650000e+00 9.994970000e-01 1.003700000e+00 3.975110000e-01 2.178860000e-01 4.011770000e-07 1.216450000e-07 2.705440000e-13 1.216450000e-07 3.487770000e-04 7.298400000e+05 3.407100000e+08 1.666300000e+00 3.960500000e+00 1.209800000e+15
1.454083540e-01 5.937800000e+06 7.991900000e+00 6.403100000e+15 1.835074852e-02 3.371810000e+10 2.378050000e+04 1.953430000e+04 1.217370000e+00 9.994900000e-01 1.003750000e+00 3.975130000e-01 2.179150000e-01 3.955310000e-07 1.271400000e-07 2.788150000e-13 1.271410000e-07 3.565680000e-04 7.326900000e+05 3.407200000e+08 1.666300000e+00 3.970700000e+00 1.208000000e+15
