# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s]
3.985080000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 3.635800000e-09 2.932680000e+12 6.272960000e+02 3.497110000e+04 1.793760000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.349000000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.077790000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 3.895500000e-09 2.866010000e+12 6.418890000e+02 3.497110000e+04 1.835490000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.519490000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.166460000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 4.155200000e-09 2.805010000e+12 6.558480000e+02 3.497110000e+04 1.875400000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.682270000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.251520000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 4.414900000e-09 2.748890000e+12 6.692360000e+02 3.497110000e+04 1.913680000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.839910000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.333300000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 4.674600000e-09 2.697020000e+12 6.821090000e+02 3.497110000e+04 1.950490000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.989800000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.412100000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 4.934300000e-09 2.648840000e+12 6.945140000e+02 3.497110000e+04 1.985970000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 8.135640000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.488190000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 5.194000000e-09 2.603940000e+12 7.064900000e+02 3.497110000e+04 2.020210000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 8.275380000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.561780000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 5.453700000e-09 2.561930000e+12 7.180740000e+02 3.497110000e+04 2.053340000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 8.411690000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.633070000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 5.713400000e-09 2.522510000e+12 7.292960000e+02 3.497110000e+04 2.085430000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 8.543980000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.702230000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 5.973100000e-09 2.485410000e+12 7.401830000e+02 3.497110000e+04 2.116560000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 8.670100000e-21 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.769410000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 6.232800000e-09 2.450400000e+12 7.507580000e+02 3.497110000e+04 2.146800000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.758900000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
4.898380000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 6.752200000e-09 2.385890000e+12 7.710580000e+02 3.497110000e+04 2.204850000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.806410000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.020890000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 7.271600000e-09 2.327670000e+12 7.903430000e+02 3.497110000e+04 2.259990000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.851670000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.137690000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 7.791000000e-09 2.274750000e+12 8.087290000e+02 3.497110000e+04 2.312570000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.894650000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.249420000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 8.310400000e-09 2.226340000e+12 8.263160000e+02 3.497110000e+04 2.362850000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.935880000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.356580000e-04 1.350600000e+07 8.091900000e+01 1.488600000e+17 8.829800000e-09 2.181800000e+12 8.431840000e+02 3.497110000e+04 2.411090000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.975410000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.459610000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 9.349200000e-09 2.140620000e+12 8.594030000e+02 3.497110000e+04 2.457470000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.013470000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.558900000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 9.868600000e-09 2.102390000e+12 8.750320000e+02 3.497110000e+04 2.502160000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.049920000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.654760000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.038800000e-08 2.066750000e+12 8.901210000e+02 3.497110000e+04 2.545310000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.085500000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.747480000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.090740000e-08 2.033410000e+12 9.047160000e+02 3.497110000e+04 2.587040000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.119500000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.837300000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.142680000e-08 2.002120000e+12 9.188540000e+02 3.497110000e+04 2.627470000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.152760000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
5.924440000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.194620000e-08 1.972670000e+12 9.325710000e+02 3.497110000e+04 2.666690000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 2.184820000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.009090000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.246560000e-08 1.944880000e+12 9.458950000e+02 3.497110000e+04 2.704790000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 4.431990000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.171570000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.350440000e-08 1.893680000e+12 9.714720000e+02 3.497110000e+04 2.777930000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 4.552000000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.325920000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.454320000e-08 1.847470000e+12 9.957680000e+02 3.497110000e+04 2.847410000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 4.665940000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.473090000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.558200000e-08 1.805470000e+12 1.018930000e+03 3.497110000e+04 2.913650000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 4.774340000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.613860000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.662090000e-08 1.767040000e+12 1.041090000e+03 3.497110000e+04 2.977010000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 6.504220000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.792700000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.800590000e-08 1.720520000e+12 1.069240000e+03 3.497110000e+04 3.057500000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 6.680000000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
6.962580000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 1.939100000e-08 1.678540000e+12 1.095980000e+03 3.497110000e+04 3.133970000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 6.846750000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.124560000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.077610000e-08 1.640380000e+12 1.121480000e+03 3.497110000e+04 3.206880000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 7.006630000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.279490000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.216110000e-08 1.605460000e+12 1.145870000e+03 3.497110000e+04 3.276620000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 5.727070000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.398850000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.326920000e-08 1.579570000e+12 1.164660000e+03 3.497110000e+04 3.330340000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 5.820950000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.514480000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.437720000e-08 1.555260000e+12 1.182860000e+03 3.497110000e+04 3.382390000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 5.911860000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.626650000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.548530000e-08 1.532390000e+12 1.200510000e+03 3.497110000e+04 3.432880000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 6.000420000e-20 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.735620000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.659340000e-08 1.510800000e+12 1.217670000e+03 3.497110000e+04 3.481920000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.217120000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
7.944790000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 2.880950000e-08 1.471020000e+12 1.250590000e+03 3.497110000e+04 3.576070000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.250080000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
8.143490000e-04 1.350600000e+07 8.091800000e+01 1.488600000e+17 3.102560000e-08 1.435130000e+12 1.281870000e+03 3.497110000e+04 3.665510000e-02 1.002570000e+00 9.752060000e-01 3.970870000e-01 3.970870000e-01 -0.000000000e+00 1.281350000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 2.369100000e+05 3.345300000e+08 1.665300000e+00 1.435700000e+00 2.759000000e+15
