# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu Omega[rad/sec]
4.353140000e-03 1.292700000e+07 1.404300000e+02 1.874100000e+17 1.028722500e-05 1.121480000e+11 1.189950000e+04 3.637380000e+04 3.271440000e-01 1.009850000e+00 9.565210000e-01 3.966530000e-01 3.044740000e-01 2.249900000e-01 9.355340000e-09 2.410800000e-08 3.346330000e-08 1.829300000e-04 7.640000000e+04 2.489400000e+08 1.666600000e+00 1.742000000e+00 1.998200000e+15 8.174680000e-01 8.430120000e-07
4.613798000e-03 1.292600000e+07 1.403900000e+02 1.873600000e+17 1.224672630e-05 1.058250000e+11 1.261070000e+04 3.637380000e+04 3.466960000e-01 1.009850000e+00 9.565270000e-01 3.966530000e-01 3.044800000e-01 2.292820000e-01 1.050630000e-08 2.759200000e-08 3.809830000e-08 1.951880000e-04 7.641000000e+04 2.489600000e+08 1.666600000e+00 1.742200000e+00 1.998200000e+15 8.173860000e-01 8.430120000e-07
5.106920000e-03 1.292500000e+07 1.403400000e+02 1.873000000e+17 1.660449950e-05 9.562990000e+10 1.395540000e+04 3.637380000e+04 3.836660000e-01 1.009840000e+00 9.565340000e-01 3.966530000e-01 3.044920000e-01 2.390580000e-01 1.286470000e-08 3.523000000e-08 4.809470000e-08 2.193050000e-04 7.642200000e+04 2.490000000e+08 1.666600000e+00 1.742400000e+00 1.998300000e+15 8.172800000e-01 8.430120000e-07
5.519831000e-03 1.292400000e+07 1.402900000e+02 1.872400000e+17 2.096227270e-05 8.849620000e+10 1.508070000e+04 3.637380000e+04 4.146030000e-01 1.009840000e+00 9.565410000e-01 3.966540000e-01 3.045050000e-01 2.278220000e-01 1.502080000e-08 3.920590000e-08 5.422660000e-08 2.328660000e-04 7.643400000e+04 2.490300000e+08 1.666600000e+00 1.742600000e+00 1.998300000e+15 8.171870000e-01 8.430120000e-07
5.878885000e-03 1.292200000e+07 1.402300000e+02 1.871600000e+17 2.532004590e-05 8.310860000e+10 1.605870000e+04 3.637380000e+04 4.414900000e-01 1.009840000e+00 9.565510000e-01 3.966540000e-01 3.045160000e-01 2.304650000e-01 1.702990000e-08 4.497030000e-08 6.200020000e-08 2.489980000e-04 7.644900000e+04 2.490700000e+08 1.666600000e+00 1.742800000e+00 1.998400000e+15 8.170540000e-01 8.430120000e-07
6.486405000e-03 1.292000000e+07 1.401500000e+02 1.870700000e+17 3.399707790e-05 7.535370000e+10 1.771200000e+04 3.637380000e+04 4.869440000e-01 1.009830000e+00 9.565630000e-01 3.966540000e-01 3.045360000e-01 2.368580000e-01 2.071210000e-08 5.622200000e-08 7.693420000e-08 2.773700000e-04 7.646900000e+04 2.491200000e+08 1.666600000e+00 1.743100000e+00 1.998400000e+15 8.168900000e-01 8.430110000e-07
6.995629000e-03 1.291800000e+07 1.400800000e+02 1.869800000e+17 4.263559560e-05 6.989320000e+10 1.909650000e+04 3.637380000e+04 5.250070000e-01 1.009820000e+00 9.565730000e-01 3.966550000e-01 3.045550000e-01 2.262850000e-01 2.407100000e-08 6.243460000e-08 8.650560000e-08 2.941180000e-04 7.648600000e+04 2.491700000e+08 1.666600000e+00 1.743400000e+00 1.998500000e+15 8.167450000e-01 8.430110000e-07
7.440086000e-03 1.291600000e+07 1.399900000e+02 1.868600000e+17 5.127411330e-05 6.573920000e+10 2.030380000e+04 3.637380000e+04 5.581980000e-01 1.009820000e+00 9.565880000e-01 3.966550000e-01 3.045730000e-01 2.287200000e-01 2.720540000e-08 7.133530000e-08 9.854070000e-08 3.139120000e-04 7.651000000e+04 2.492300000e+08 1.666600000e+00 1.743800000e+00 1.998600000e+15 8.165410000e-01 8.430110000e-07
8.180744000e-03 1.291200000e+07 1.398300000e+02 1.866700000e+17 6.812581630e-05 5.982320000e+10 2.231320000e+04 3.637380000e+04 6.134400000e-01 1.009800000e+00 9.566120000e-01 3.966560000e-01 3.046030000e-01 2.452440000e-01 3.284470000e-08 9.237020000e-08 1.252150000e-07 3.538570000e-04 7.655100000e+04 2.493400000e+08 1.666600000e+00 1.744400000e+00 1.998800000e+15 8.161980000e-01 8.430100000e-07
9.154331000e-03 1.290700000e+07 1.396400000e+02 1.864400000e+17 9.538330150e-05 5.350900000e+10 2.494910000e+04 3.637380000e+04 6.859070000e-01 1.009790000e+00 9.566410000e-01 3.966570000e-01 3.046550000e-01 2.464460000e-01 4.103680000e-08 1.160340000e-07 1.570710000e-07 3.963210000e-04 7.659900000e+04 2.494700000e+08 1.666600000e+00 1.745100000e+00 1.999000000e+15 8.157890000e-01 8.430100000e-07
1.006135900e-02 1.290200000e+07 1.394400000e+02 1.861900000e+17 1.265347132e-04 4.873030000e+10 2.739880000e+04 3.637380000e+04 7.532560000e-01 1.009770000e+00 9.566710000e-01 3.966580000e-01 3.047150000e-01 2.394270000e-01 4.945550000e-08 1.359360000e-07 1.853910000e-07 4.305710000e-04 7.665000000e+04 2.496100000e+08 1.666600000e+00 1.745900000e+00 1.999300000e+15 8.153560000e-01 8.430090000e-07
1.100639300e-02 1.289500000e+07 1.391900000e+02 1.858800000e+17 1.654903044e-04 4.459290000e+10 2.994450000e+04 3.637380000e+04 8.232440000e-01 1.009750000e+00 9.567090000e-01 3.966600000e-01 3.047830000e-01 2.399580000e-01 5.902500000e-08 1.627070000e-07 2.217320000e-07 4.708840000e-04 7.671400000e+04 2.497700000e+08 1.666600000e+00 1.746900000e+00 1.999500000e+15 8.148210000e-01 8.430080000e-07
1.212669300e-02 1.288800000e+07 1.388900000e+02 1.855200000e+17 2.210757226e-04 4.052860000e+10 3.295270000e+04 3.637380000e+04 9.059460000e-01 1.009720000e+00 9.567550000e-01 3.966620000e-01 3.048720000e-01 2.415610000e-01 7.140420000e-08 1.983200000e-07 2.697240000e-07 5.193490000e-04 7.679100000e+04 2.499800000e+08 1.666600000e+00 1.748100000e+00 1.999900000e+15 8.141700000e-01 8.430070000e-07
1.329983200e-02 1.287700000e+07 1.384900000e+02 1.850300000e+17 2.912396597e-04 3.701210000e+10 3.609050000e+04 3.637380000e+04 9.922110000e-01 1.009690000e+00 9.568150000e-01 3.966640000e-01 3.049750000e-01 2.443910000e-01 8.554460000e-08 2.406180000e-07 3.261630000e-07 5.711070000e-04 7.689300000e+04 2.502600000e+08 1.666600000e+00 1.749600000e+00 2.000400000e+15 8.133060000e-01 8.430060000e-07
1.482245300e-02 1.286600000e+07 1.380600000e+02 1.845000000e+17 4.023514686e-04 3.328580000e+10 4.014210000e+04 3.637380000e+04 1.103600000e+00 1.009660000e+00 9.568810000e-01 3.966660000e-01 3.051290000e-01 2.429560000e-01 1.056330000e-07 2.958340000e-07 4.014670000e-07 6.336140000e-04 7.700500000e+04 2.505500000e+08 1.666600000e+00 1.751300000e+00 2.000900000e+15 8.123640000e-01 8.430040000e-07
1.607894000e-02 1.285200000e+07 1.375100000e+02 1.838200000e+17 5.126678723e-04 3.074750000e+10 4.346670000e+04 3.637380000e+04 1.195000000e+00 1.009610000e+00 9.569660000e-01 3.966690000e-01 3.052690000e-01 2.421610000e-01 1.236480000e-07 3.456280000e-07 4.692760000e-07 6.850370000e-04 7.714900000e+04 2.509400000e+08 1.666600000e+00 1.753600000e+00 2.001600000e+15 8.111480000e-01 8.430020000e-07
1.796751800e-02 1.283300000e+07 1.367800000e+02 1.829400000e+17 7.132329239e-04 2.761020000e+10 4.842730000e+04 3.637380000e+04 1.331380000e+00 1.009550000e+00 9.570780000e-01 3.966740000e-01 3.055010000e-01 2.527530000e-01 1.530500000e-07 4.475590000e-07 6.006090000e-07 7.749900000e-04 7.734300000e+04 2.514700000e+08 1.666600000e+00 1.756400000e+00 2.002600000e+15 8.095060000e-01 8.429990000e-07
1.987847800e-02 1.281300000e+07 1.360100000e+02 1.820100000e+17 9.626227645e-04 2.505330000e+10 5.339800000e+04 3.637380000e+04 1.468030000e+00 1.009480000e+00 9.571950000e-01 3.966780000e-01 3.057870000e-01 2.491760000e-01 1.854310000e-07 5.361320000e-07 7.215630000e-07 8.494490000e-04 7.754600000e+04 2.520200000e+08 1.666600000e+00 1.759500000e+00 2.003700000e+15 8.077910000e-01 8.429960000e-07
2.165873200e-02 1.280000000e+07 1.355300000e+02 1.814100000e+17 1.240849571e-03 2.308270000e+10 5.798130000e+04 3.637380000e+04 1.594040000e+00 1.009440000e+00 9.572680000e-01 3.966810000e-01 3.060810000e-01 2.260540000e-01 2.178530000e-07 5.731940000e-07 7.910470000e-07 8.894080000e-04 7.766600000e+04 2.523400000e+08 1.666600000e+00 1.761500000e+00 2.004100000e+15 8.067870000e-01 8.429930000e-07
2.219332200e-02 1.279100000e+07 1.352300000e+02 1.810200000e+17 1.333591840e-03 2.255290000e+10 5.934900000e+04 3.637380000e+04 1.631640000e+00 1.009420000e+00 9.573140000e-01 3.966820000e-01 3.061620000e-01 2.215040000e-01 2.280420000e-07 5.883960000e-07 8.164380000e-07 9.035700000e-04 7.774300000e+04 2.525500000e+08 1.666600000e+00 1.762800000e+00 2.004300000e+15 8.061530000e-01 8.429920000e-07
2.302115600e-02 1.278100000e+07 1.348600000e+02 1.805600000e+17 1.485936375e-03 2.178210000e+10 6.145840000e+04 3.637380000e+04 1.689630000e+00 1.009390000e+00 9.573710000e-01 3.966840000e-01 3.062790000e-01 2.258190000e-01 2.442060000e-07 6.431400000e-07 8.873460000e-07 9.419900000e-04 7.783600000e+04 2.528000000e+08 1.666600000e+00 1.764400000e+00 2.004600000e+15 8.053790000e-01 8.429900000e-07
2.379541400e-02 1.277300000e+07 1.345700000e+02 1.801900000e+17 1.638280910e-03 2.111100000e+10 6.342160000e+04 3.637380000e+04 1.743600000e+00 1.009360000e+00 9.574160000e-01 3.966860000e-01 3.063840000e-01 2.225900000e-01 2.597340000e-07 6.749750000e-07 9.347090000e-07 9.668030000e-04 7.791000000e+04 2.530000000e+08 1.666600000e+00 1.765700000e+00 2.004900000e+15 8.047630000e-01 8.429890000e-07
2.428588200e-02 1.276400000e+07 1.342400000e+02 1.797700000e+17 1.739843933e-03 2.070850000e+10 6.466030000e+04 3.637380000e+04 1.777660000e+00 1.009340000e+00 9.574670000e-01 3.966880000e-01 3.064470000e-01 2.229990000e-01 2.697830000e-07 7.028060000e-07 9.725890000e-07 9.861990000e-04 7.799500000e+04 2.532300000e+08 1.666600000e+00 1.767100000e+00 2.005200000e+15 8.040600000e-01 8.429880000e-07
2.517147100e-02 1.275200000e+07 1.338100000e+02 1.792300000e+17 1.933405528e-03 2.002280000e+10 6.688690000e+04 3.637380000e+04 1.838870000e+00 1.009300000e+00 9.575330000e-01 3.966900000e-01 3.065580000e-01 2.276010000e-01 2.883040000e-07 7.673910000e-07 1.055700000e-06 1.027470000e-03 7.810400000e+04 2.535200000e+08 1.666600000e+00 1.768900000e+00 2.005500000e+15 8.031530000e-01 8.429860000e-07
2.600132200e-02 1.274300000e+07 1.334700000e+02 1.788000000e+17 2.126967123e-03 1.942400000e+10 6.896120000e+04 3.637380000e+04 1.895900000e+00 1.009270000e+00 9.575850000e-01 3.966920000e-01 3.066600000e-01 2.237780000e-01 3.060840000e-07 8.018630000e-07 1.107950000e-06 1.052590000e-03 7.819100000e+04 2.537600000e+08 1.666600000e+00 1.770400000e+00 2.005800000e+15 8.024340000e-01 8.429840000e-07
2.652772100e-02 1.273400000e+07 1.331600000e+02 1.784100000e+17 2.256008186e-03 1.906400000e+10 7.027100000e+04 3.637380000e+04 1.931910000e+00 1.009250000e+00 9.576330000e-01 3.966940000e-01 3.067240000e-01 2.223950000e-01 3.175830000e-07 8.273530000e-07 1.144940000e-06 1.070020000e-03 7.827000000e+04 2.539700000e+08 1.666600000e+00 1.771800000e+00 2.006100000e+15 8.017800000e-01 8.429830000e-07
2.720016100e-02 1.272500000e+07 1.328200000e+02 1.779700000e+17 2.428062937e-03 1.862510000e+10 7.193700000e+04 3.637380000e+04 1.977710000e+00 1.009220000e+00 9.576860000e-01 3.966960000e-01 3.068040000e-01 2.232040000e-01 3.325040000e-07 8.700560000e-07 1.202560000e-06 1.096610000e-03 7.835800000e+04 2.542100000e+08 1.666600000e+00 1.773300000e+00 2.006400000e+15 8.010530000e-01 8.429810000e-07
2.783471300e-02 1.271600000e+07 1.324900000e+02 1.775500000e+17 2.597978729e-03 1.823100000e+10 7.350170000e+04 3.637380000e+04 2.020730000e+00 1.009190000e+00 9.577370000e-01 3.966980000e-01 3.068780000e-01 2.222190000e-01 3.468180000e-07 9.041650000e-07 1.250980000e-06 1.118470000e-03 7.844300000e+04 2.544400000e+08 1.666600000e+00 1.774700000e+00 2.006600000e+15 8.003500000e-01 8.429800000e-07
2.844306900e-02 1.270600000e+07 1.321500000e+02 1.771300000e+17 2.767894521e-03 1.787030000e+10 7.499490000e+04 3.637380000e+04 2.061780000e+00 1.009170000e+00 9.577890000e-01 3.967000000e-01 3.069490000e-01 2.215340000e-01 3.607510000e-07 9.382290000e-07 1.298980000e-06 1.139730000e-03 7.852900000e+04 2.546700000e+08 1.666600000e+00 1.776200000e+00 2.006900000e+15 7.996420000e-01 8.429780000e-07
2.906406400e-02 1.269700000e+07 1.318200000e+02 1.767000000e+17 2.948544356e-03 1.751820000e+10 7.651210000e+04 3.637380000e+04 2.103490000e+00 1.009140000e+00 9.578410000e-01 3.967010000e-01 3.070200000e-01 2.208520000e-01 3.751770000e-07 9.734140000e-07 1.348590000e-06 1.161290000e-03 7.861500000e+04 2.549100000e+08 1.666600000e+00 1.777700000e+00 2.007100000e+15 7.989310000e-01 8.429770000e-07
2.966108700e-02 1.268300000e+07 1.313200000e+02 1.760700000e+17 3.129194192e-03 1.719430000e+10 7.796390000e+04 3.637380000e+04 2.143410000e+00 1.009100000e+00 9.579180000e-01 3.967040000e-01 3.070870000e-01 2.225430000e-01 3.892510000e-07 1.018270000e-06 1.407520000e-06 1.186390000e-03 7.874400000e+04 2.552500000e+08 1.666600000e+00 1.779900000e+00 2.007500000e+15 7.978770000e-01 8.429750000e-07
3.079199700e-02 1.266800000e+07 1.308000000e+02 1.754000000e+17 3.490493863e-03 1.661670000e+10 8.069490000e+04 3.637380000e+04 2.218490000e+00 1.009060000e+00 9.580000000e-01 3.967070000e-01 3.072140000e-01 2.231240000e-01 4.163500000e-07 1.093370000e-06 1.509720000e-06 1.228710000e-03 7.888100000e+04 2.556300000e+08 1.666600000e+00 1.782300000e+00 2.008000000e+15 7.967460000e-01 8.429720000e-07
3.150488500e-02 1.265200000e+07 1.302400000e+02 1.746900000e+17 3.731360310e-03 1.627480000e+10 8.240360000e+04 3.637380000e+04 2.265460000e+00 1.009010000e+00 9.580860000e-01 3.967100000e-01 3.072940000e-01 2.216500000e-01 4.337610000e-07 1.132400000e-06 1.566160000e-06 1.251460000e-03 7.902600000e+04 2.560200000e+08 1.666600000e+00 1.784800000e+00 2.008400000e+15 7.955570000e-01 8.429700000e-07
3.265738700e-02 1.263600000e+07 1.296800000e+02 1.739800000e+17 4.142699856e-03 1.575520000e+10 8.514430000e+04 3.637380000e+04 2.340810000e+00 1.008960000e+00 9.581740000e-01 3.967130000e-01 3.074250000e-01 2.207300000e-01 4.623530000e-07 1.203580000e-06 1.665930000e-06 1.290710000e-03 7.917200000e+04 2.564200000e+08 1.666600000e+00 1.787400000e+00 2.008900000e+15 7.943570000e-01 8.429670000e-07
3.338576800e-02 1.261900000e+07 1.290700000e+02 1.732000000e+17 4.416926220e-03 1.544610000e+10 8.686250000e+04 3.637380000e+04 2.388050000e+00 1.008910000e+00 9.582690000e-01 3.967170000e-01 3.075080000e-01 2.194130000e-01 4.807410000e-07 1.244900000e-06 1.725640000e-06 1.313640000e-03 7.933100000e+04 2.568500000e+08 1.666600000e+00 1.790200000e+00 2.009300000e+15 7.930630000e-01 8.429650000e-07
3.460875700e-02 1.259800000e+07 1.283300000e+02 1.722500000e+17 4.902730333e-03 1.495810000e+10 8.972240000e+04 3.637380000e+04 2.466680000e+00 1.008850000e+00 9.583850000e-01 3.967210000e-01 3.076460000e-01 2.214960000e-01 5.120630000e-07 1.340370000e-06 1.852430000e-06 1.361040000e-03 7.952800000e+04 2.573900000e+08 1.666600000e+00 1.793700000e+00 2.009900000e+15 7.914520000e-01 8.429620000e-07
3.575736300e-02 1.258000000e+07 1.277000000e+02 1.714500000e+17 5.388534445e-03 1.453180000e+10 9.237930000e+04 3.637380000e+04 2.539720000e+00 1.008800000e+00 9.584840000e-01 3.967250000e-01 3.077790000e-01 2.172920000e-01 5.419560000e-07 1.393510000e-06 1.935470000e-06 1.391210000e-03 7.969300000e+04 2.578500000e+08 1.666600000e+00 1.796600000e+00 2.010400000e+15 7.901110000e-01 8.429580000e-07
3.658119100e-02 1.256000000e+07 1.270300000e+02 1.705900000e+17 5.754965002e-03 1.424330000e+10 9.426750000e+04 3.637380000e+04 2.591630000e+00 1.008750000e+00 9.585890000e-01 3.967280000e-01 3.078740000e-01 2.159410000e-01 5.637190000e-07 1.441700000e-06 2.005420000e-06 1.416130000e-03 7.987000000e+04 2.583300000e+08 1.666600000e+00 1.799800000e+00 2.010800000e+15 7.886820000e-01 8.429560000e-07
3.779426600e-02 1.253700000e+07 1.262200000e+02 1.695500000e+17 6.322381861e-03 1.384280000e+10 9.702060000e+04 3.637380000e+04 2.667320000e+00 1.008680000e+00 9.587160000e-01 3.967330000e-01 3.080110000e-01 2.170550000e-01 5.961540000e-07 1.534500000e-06 2.130650000e-06 1.459680000e-03 8.008600000e+04 2.589200000e+08 1.666600000e+00 1.803700000e+00 2.011400000e+15 7.869410000e-01 8.429520000e-07
3.901081400e-02 1.251200000e+07 1.253800000e+02 1.684700000e+17 6.925340768e-03 1.346800000e+10 9.974850000e+04 3.637380000e+04 2.742310000e+00 1.008610000e+00 9.588490000e-01 3.967380000e-01 3.081490000e-01 2.154840000e-01 6.291160000e-07 1.609710000e-06 2.238830000e-06 1.496270000e-03 8.031000000e+04 2.595300000e+08 1.666600000e+00 1.807800000e+00 2.012000000e+15 7.851390000e-01 8.429480000e-07
4.026207300e-02 1.249000000e+07 1.246300000e+02 1.675000000e+17 7.581612747e-03 1.310750000e+10 1.025190000e+05 3.637380000e+04 2.818480000e+00 1.008550000e+00 9.589680000e-01 3.967420000e-01 3.082910000e-01 2.123900000e-01 6.634250000e-07 1.675410000e-06 2.338840000e-06 1.529330000e-03 8.051100000e+04 2.600800000e+08 1.666600000e+00 1.811500000e+00 2.012400000e+15 7.835290000e-01 8.429430000e-07
4.120937300e-02 1.247000000e+07 1.239900000e+02 1.666600000e+17 8.103236252e-03 1.284990000e+10 1.045930000e+05 3.637380000e+04 2.875490000e+00 1.008500000e+00 9.590700000e-01 3.967460000e-01 3.083970000e-01 2.095500000e-01 6.896860000e-07 1.720160000e-06 2.409840000e-06 1.552370000e-03 8.068400000e+04 2.605500000e+08 1.666600000e+00 1.814700000e+00 2.012700000e+15 7.821550000e-01 8.429400000e-07
4.211962900e-02 1.245000000e+07 1.233200000e+02 1.657900000e+17 8.624859758e-03 1.261400000e+10 1.065660000e+05 3.637380000e+04 2.929740000e+00 1.008440000e+00 9.591760000e-01 3.967490000e-01 3.084960000e-01 2.083450000e-01 7.151480000e-07 1.775030000e-06 2.490180000e-06 1.578030000e-03 8.086300000e+04 2.610400000e+08 1.666600000e+00 1.818000000e+00 2.013100000e+15 7.807420000e-01 8.429370000e-07
4.309347100e-02 1.243000000e+07 1.226400000e+02 1.649000000e+17 9.205322306e-03 1.237340000e+10 1.086550000e+05 3.637380000e+04 2.987180000e+00 1.008390000e+00 9.592840000e-01 3.967530000e-01 3.085990000e-01 2.070990000e-01 7.425970000e-07 1.833880000e-06 2.576480000e-06 1.605140000e-03 8.104600000e+04 2.615400000e+08 1.666600000e+00 1.821500000e+00 2.013400000e+15 7.792970000e-01 8.429330000e-07
4.403023500e-02 1.240500000e+07 1.218200000e+02 1.638300000e+17 9.785784855e-03 1.215280000e+10 1.106440000e+05 3.637380000e+04 3.041860000e+00 1.008320000e+00 9.594160000e-01 3.967580000e-01 3.086940000e-01 2.067250000e-01 7.692280000e-07 1.897790000e-06 2.667020000e-06 1.633100000e-03 8.127000000e+04 2.621500000e+08 1.666600000e+00 1.825700000e+00 2.013800000e+15 7.775430000e-01 8.429290000e-07
4.535796100e-02 1.237700000e+07 1.209300000e+02 1.626700000e+17 1.064605730e-02 1.185720000e+10 1.134270000e+05 3.637380000e+04 3.118370000e+00 1.008250000e+00 9.595580000e-01 3.967630000e-01 3.088250000e-01 2.059370000e-01 8.072050000e-07 1.986280000e-06 2.793490000e-06 1.671370000e-03 8.151300000e+04 2.628100000e+08 1.666600000e+00 1.830300000e+00 2.014200000e+15 7.756420000e-01 8.429240000e-07
4.647006200e-02 1.234200000e+07 1.197800000e+02 1.611500000e+17 1.140092811e-02 1.162370000e+10 1.157250000e+05 3.637380000e+04 3.181560000e+00 1.008150000e+00 9.597450000e-01 3.967700000e-01 3.089300000e-01 2.051680000e-01 8.393270000e-07 2.059330000e-06 2.898660000e-06 1.702540000e-03 8.183400000e+04 2.636800000e+08 1.666600000e+00 1.836300000e+00 2.014700000e+15 7.731680000e-01 8.429200000e-07
4.842584400e-02 1.230600000e+07 1.186500000e+02 1.596600000e+17 1.280526809e-02 1.124150000e+10 1.196930000e+05 3.637380000e+04 3.290640000e+00 1.008060000e+00 9.599280000e-01 3.967760000e-01 3.091090000e-01 2.028820000e-01 8.960250000e-07 2.177610000e-06 3.073630000e-06 1.753180000e-03 8.214600000e+04 2.645400000e+08 1.666600000e+00 1.842400000e+00 2.015100000e+15 7.707360000e-01 8.429120000e-07
4.952967900e-02 1.228000000e+07 1.178300000e+02 1.585700000e+17 1.364172548e-02 1.104010000e+10 1.218910000e+05 3.637380000e+04 3.351080000e+00 1.007990000e+00 9.600610000e-01 3.967810000e-01 3.092080000e-01 1.981400000e-01 9.282520000e-07 2.205130000e-06 3.133380000e-06 1.770140000e-03 8.237300000e+04 2.651600000e+08 1.666600000e+00 1.846900000e+00 2.015300000e+15 7.690000000e-01 8.429070000e-07
5.059357500e-02 1.223900000e+07 1.165400000e+02 1.568600000e+17 1.447818288e-02 1.085500000e+10 1.239820000e+05 3.637380000e+04 3.408550000e+00 1.007890000e+00 9.602730000e-01 3.967880000e-01 3.092940000e-01 1.981990000e-01 9.596260000e-07 2.281650000e-06 3.241270000e-06 1.800350000e-03 8.273900000e+04 2.661500000e+08 1.666600000e+00 1.854000000e+00 2.015600000e+15 7.662440000e-01 8.429020000e-07
