# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu Omega[rad/sec]
4.363766000e-03 1.290500000e+07 1.394100000e+02 1.863300000e+17 1.028722500e-05 1.128700000e+11 1.184160000e+04 3.644510000e+04 3.249160000e-01 1.009760000e+00 9.566790000e-01 3.966600000e-01 3.053510000e-01 2.238490000e-01 9.164470000e-09 2.371420000e-08 3.287870000e-08 1.813250000e-04 7.672900000e+04 2.497900000e+08 1.666600000e+00 1.745100000e+00 2.001300000e+15 8.147670000e-01 8.486870000e-07
4.625060000e-03 1.290400000e+07 1.393700000e+02 1.862800000e+17 1.224672630e-05 1.065060000e+11 1.254930000e+04 3.644510000e+04 3.443350000e-01 1.009750000e+00 9.566850000e-01 3.966600000e-01 3.053570000e-01 2.281170000e-01 1.029200000e-08 2.714090000e-08 3.743290000e-08 1.934760000e-04 7.673900000e+04 2.498100000e+08 1.666600000e+00 1.745300000e+00 2.001300000e+15 8.146860000e-01 8.486870000e-07
5.119382000e-03 1.290300000e+07 1.393200000e+02 1.862200000e+17 1.660449950e-05 9.624530000e+10 1.388760000e+04 3.644510000e+04 3.810540000e-01 1.009750000e+00 9.566920000e-01 3.966600000e-01 3.053690000e-01 2.378370000e-01 1.260230000e-08 3.465330000e-08 4.725560000e-08 2.173830000e-04 7.675100000e+04 2.498500000e+08 1.666600000e+00 1.745500000e+00 2.001300000e+15 8.145820000e-01 8.486870000e-07
5.533299000e-03 1.290200000e+07 1.392700000e+02 1.861700000e+17 2.096227270e-05 8.906560000e+10 1.500740000e+04 3.644510000e+04 4.117800000e-01 1.009740000e+00 9.566990000e-01 3.966610000e-01 3.053810000e-01 2.266530000e-01 1.471440000e-08 3.856330000e-08 5.327780000e-08 2.308200000e-04 7.676200000e+04 2.498800000e+08 1.666600000e+00 1.745700000e+00 2.001400000e+15 8.144890000e-01 8.486860000e-07
5.893226000e-03 1.290000000e+07 1.392100000e+02 1.860900000e+17 2.532004590e-05 8.364310000e+10 1.598060000e+04 3.644510000e+04 4.384840000e-01 1.009740000e+00 9.567090000e-01 3.966610000e-01 3.053920000e-01 2.292800000e-01 1.668270000e-08 4.423270000e-08 6.091540000e-08 2.468100000e-04 7.677700000e+04 2.499200000e+08 1.666600000e+00 1.745900000e+00 2.001400000e+15 8.143580000e-01 8.486860000e-07
6.502224000e-03 1.289800000e+07 1.391300000e+02 1.859900000e+17 3.399707790e-05 7.583820000e+10 1.762600000e+04 3.644510000e+04 4.836300000e-01 1.009730000e+00 9.567200000e-01 3.966610000e-01 3.054120000e-01 2.356340000e-01 2.029000000e-08 5.529870000e-08 7.558870000e-08 2.749340000e-04 7.679700000e+04 2.499700000e+08 1.666600000e+00 1.746200000e+00 2.001500000e+15 8.141960000e-01 8.486860000e-07
7.012684000e-03 1.289600000e+07 1.390700000e+02 1.859100000e+17 4.263559560e-05 7.034230000e+10 1.900370000e+04 3.644510000e+04 5.214340000e-01 1.009730000e+00 9.567310000e-01 3.966620000e-01 3.054310000e-01 2.251100000e-01 2.358050000e-08 6.140830000e-08 8.498880000e-08 2.915280000e-04 7.681400000e+04 2.500100000e+08 1.666600000e+00 1.746500000e+00 2.001600000e+15 8.140530000e-01 8.486860000e-07
7.458220000e-03 1.289400000e+07 1.389700000e+02 1.857900000e+17 5.127411330e-05 6.616150000e+10 2.020520000e+04 3.644510000e+04 5.544000000e-01 1.009720000e+00 9.567450000e-01 3.966620000e-01 3.054480000e-01 2.275290000e-01 2.665120000e-08 7.016190000e-08 9.681310000e-08 3.111480000e-04 7.683700000e+04 2.500800000e+08 1.666600000e+00 1.746900000e+00 2.001700000e+15 8.138520000e-01 8.486850000e-07
8.200674000e-03 1.289000000e+07 1.388100000e+02 1.855900000e+17 6.812581630e-05 6.020720000e+10 2.220480000e+04 3.644510000e+04 6.092680000e-01 1.009710000e+00 9.567690000e-01 3.966630000e-01 3.054780000e-01 2.439620000e-01 3.217590000e-08 9.084950000e-08 1.230250000e-07 3.507500000e-04 7.687700000e+04 2.501900000e+08 1.666600000e+00 1.747500000e+00 2.001900000e+15 8.135130000e-01 8.486850000e-07
9.176618000e-03 1.288500000e+07 1.386300000e+02 1.853700000e+17 9.538330150e-05 5.385210000e+10 2.482800000e+04 3.644510000e+04 6.812440000e-01 1.009690000e+00 9.567970000e-01 3.966640000e-01 3.055290000e-01 2.451560000e-01 4.020180000e-08 1.141240000e-07 1.543260000e-07 3.928430000e-04 7.692500000e+04 2.503100000e+08 1.666600000e+00 1.748200000e+00 2.002100000e+15 8.131090000e-01 8.486840000e-07
1.008583600e-02 1.288000000e+07 1.384300000e+02 1.851200000e+17 1.265347132e-04 4.904230000e+10 2.726600000e+04 3.644510000e+04 7.481380000e-01 1.009680000e+00 9.568270000e-01 3.966650000e-01 3.055880000e-01 2.381770000e-01 4.845000000e-08 1.337020000e-07 1.821520000e-07 4.267920000e-04 7.697500000e+04 2.504500000e+08 1.666600000e+00 1.749000000e+00 2.002300000e+15 8.126810000e-01 8.486830000e-07
1.103314700e-02 1.287300000e+07 1.381800000e+02 1.848200000e+17 1.654903044e-04 4.487810000e+10 2.979950000e+04 3.644510000e+04 8.176540000e-01 1.009650000e+00 9.568650000e-01 3.966670000e-01 3.056550000e-01 2.387100000e-01 5.782600000e-08 1.600390000e-07 2.178650000e-07 4.667600000e-04 7.703800000e+04 2.506200000e+08 1.666600000e+00 1.750000000e+00 2.002600000e+15 8.121530000e-01 8.486820000e-07
1.215613700e-02 1.286600000e+07 1.378900000e+02 1.844600000e+17 2.210757226e-04 4.078740000e+10 3.279330000e+04 3.644510000e+04 8.997990000e-01 1.009630000e+00 9.569100000e-01 3.966680000e-01 3.057420000e-01 2.403170000e-01 6.995540000e-08 1.950790000e-07 2.650350000e-07 5.148150000e-04 7.711300000e+04 2.508200000e+08 1.666600000e+00 1.751200000e+00 2.002900000e+15 8.115100000e-01 8.486810000e-07
1.333208400e-02 1.285500000e+07 1.375000000e+02 1.839800000e+17 2.912396597e-04 3.724790000e+10 3.591610000e+04 3.644510000e+04 9.854850000e-01 1.009600000e+00 9.569690000e-01 3.966710000e-01 3.058430000e-01 2.431440000e-01 8.381110000e-08 2.367040000e-07 3.205150000e-07 5.661400000e-04 7.721400000e+04 2.511000000e+08 1.666600000e+00 1.752800000e+00 2.003400000e+15 8.106560000e-01 8.486800000e-07
1.485833300e-02 1.284400000e+07 1.370700000e+02 1.834500000e+17 4.023514686e-04 3.349720000e+10 3.994850000e+04 3.644510000e+04 1.096130000e+00 1.009560000e+00 9.570340000e-01 3.966730000e-01 3.059940000e-01 2.417210000e-01 1.034960000e-07 2.910350000e-07 3.945310000e-07 6.281170000e-04 7.732400000e+04 2.513900000e+08 1.666600000e+00 1.754500000e+00 2.003900000e+15 8.097260000e-01 8.486780000e-07
1.611779700e-02 1.283000000e+07 1.365200000e+02 1.827800000e+17 5.126678723e-04 3.094230000e+10 4.325730000e+04 3.644510000e+04 1.186920000e+00 1.009520000e+00 9.571180000e-01 3.966760000e-01 3.061330000e-01 2.409040000e-01 1.211520000e-07 3.399930000e-07 4.611450000e-07 6.790760000e-04 7.746600000e+04 2.517800000e+08 1.666600000e+00 1.756700000e+00 2.004600000e+15 8.085250000e-01 8.486770000e-07
1.801082100e-02 1.281100000e+07 1.358000000e+02 1.819000000e+17 7.132329239e-04 2.778430000e+10 4.819470000e+04 3.644510000e+04 1.322390000e+00 1.009460000e+00 9.572280000e-01 3.966800000e-01 3.063600000e-01 2.513040000e-01 1.499680000e-07 4.400400000e-07 5.900080000e-07 7.681190000e-04 7.765700000e+04 2.523000000e+08 1.666600000e+00 1.759600000e+00 2.005600000e+15 8.069040000e-01 8.486740000e-07
1.992623700e-02 1.279100000e+07 1.350500000e+02 1.809800000e+17 9.626227645e-04 2.521040000e+10 5.314230000e+04 3.644510000e+04 1.458150000e+00 1.009390000e+00 9.573430000e-01 3.966850000e-01 3.066290000e-01 2.475350000e-01 1.817360000e-07 5.267000000e-07 7.084360000e-07 8.416860000e-04 7.785600000e+04 2.528500000e+08 1.666600000e+00 1.762700000e+00 2.006600000e+15 8.052120000e-01 8.486710000e-07
2.171059800e-02 1.277800000e+07 1.345800000e+02 1.803900000e+17 1.240849571e-03 2.322660000e+10 5.770460000e+04 3.644510000e+04 1.583330000e+00 1.009350000e+00 9.574150000e-01 3.966870000e-01 3.068920000e-01 2.246350000e-01 2.135890000e-07 5.633150000e-07 7.769030000e-07 8.814210000e-04 7.797400000e+04 2.531700000e+08 1.666600000e+00 1.764700000e+00 2.007000000e+15 8.042220000e-01 8.486670000e-07
2.224641400e-02 1.277000000e+07 1.342800000e+02 1.800100000e+17 1.333591840e-03 2.269330000e+10 5.906610000e+04 3.644510000e+04 1.620680000e+00 1.009330000e+00 9.574610000e-01 3.966890000e-01 3.069650000e-01 2.201440000e-01 2.235980000e-07 5.783420000e-07 8.019400000e-07 8.955110000e-04 7.804900000e+04 2.533700000e+08 1.666600000e+00 1.766100000e+00 2.007200000e+15 8.035960000e-01 8.486660000e-07
2.307613900e-02 1.276000000e+07 1.339200000e+02 1.795500000e+17 1.485936375e-03 2.191740000e+10 6.116580000e+04 3.644510000e+04 1.678300000e+00 1.009300000e+00 9.575160000e-01 3.966910000e-01 3.070710000e-01 2.244720000e-01 2.394800000e-07 6.322780000e-07 8.717580000e-07 9.336800000e-04 7.814100000e+04 2.536200000e+08 1.666600000e+00 1.767600000e+00 2.007500000e+15 8.028320000e-01 8.486650000e-07
2.385215800e-02 1.275200000e+07 1.336300000e+02 1.791800000e+17 1.638280910e-03 2.124180000e+10 6.312020000e+04 3.644510000e+04 1.731920000e+00 1.009280000e+00 9.575610000e-01 3.966930000e-01 3.071670000e-01 2.212870000e-01 2.547360000e-07 6.636650000e-07 9.184010000e-07 9.583320000e-04 7.821400000e+04 2.538200000e+08 1.666600000e+00 1.768900000e+00 2.007700000e+15 8.022240000e-01 8.486630000e-07
2.434373700e-02 1.274200000e+07 1.333000000e+02 1.787600000e+17 1.739843933e-03 2.083660000e+10 6.435330000e+04 3.644510000e+04 1.765760000e+00 1.009250000e+00 9.576120000e-01 3.966940000e-01 3.072250000e-01 2.217060000e-01 2.646110000e-07 6.910750000e-07 9.556860000e-07 9.775920000e-04 7.829700000e+04 2.540500000e+08 1.666600000e+00 1.770300000e+00 2.008000000e+15 8.015310000e-01 8.486620000e-07
2.523132500e-02 1.273100000e+07 1.328800000e+02 1.782300000e+17 1.933405528e-03 2.014630000e+10 6.656990000e+04 3.644510000e+04 1.826580000e+00 1.009210000e+00 9.576760000e-01 3.966970000e-01 3.073270000e-01 2.262860000e-01 2.828100000e-07 7.546240000e-07 1.037430000e-06 1.018550000e-03 7.840400000e+04 2.543400000e+08 1.666600000e+00 1.772200000e+00 2.008400000e+15 8.006350000e-01 8.486600000e-07
2.606303700e-02 1.272100000e+07 1.325400000e+02 1.778100000e+17 2.126967123e-03 1.954340000e+10 6.863500000e+04 3.644510000e+04 1.883240000e+00 1.009190000e+00 9.577280000e-01 3.966990000e-01 3.074210000e-01 2.224800000e-01 3.002810000e-07 7.885200000e-07 1.088800000e-06 1.043460000e-03 7.849000000e+04 2.545700000e+08 1.666600000e+00 1.773700000e+00 2.008600000e+15 7.999250000e-01 8.486580000e-07
2.659061200e-02 1.271300000e+07 1.322400000e+02 1.774200000e+17 2.256008186e-03 1.918100000e+10 6.993890000e+04 3.644510000e+04 1.919020000e+00 1.009160000e+00 9.577750000e-01 3.967000000e-01 3.074800000e-01 2.211000000e-01 3.115820000e-07 8.135830000e-07 1.125170000e-06 1.060740000e-03 7.856800000e+04 2.547900000e+08 1.666600000e+00 1.775000000e+00 2.008900000e+15 7.992790000e-01 8.486570000e-07
2.726454800e-02 1.270300000e+07 1.319000000e+02 1.769900000e+17 2.428062937e-03 1.873910000e+10 7.159760000e+04 3.644510000e+04 1.964530000e+00 1.009130000e+00 9.578270000e-01 3.967020000e-01 3.075550000e-01 2.218950000e-01 3.262460000e-07 8.555590000e-07 1.181810000e-06 1.087110000e-03 7.865400000e+04 2.550200000e+08 1.666600000e+00 1.776500000e+00 2.009100000e+15 7.985610000e-01 8.486560000e-07
2.790050600e-02 1.269400000e+07 1.315700000e+02 1.765700000e+17 2.597978729e-03 1.834240000e+10 7.315540000e+04 3.644510000e+04 2.007280000e+00 1.009110000e+00 9.578780000e-01 3.967040000e-01 3.076240000e-01 2.209070000e-01 3.403150000e-07 8.890830000e-07 1.229400000e-06 1.108780000e-03 7.873800000e+04 2.552500000e+08 1.666600000e+00 1.778000000e+00 2.009400000e+15 7.978670000e-01 8.486540000e-07
2.851020400e-02 1.268500000e+07 1.312400000e+02 1.761500000e+17 2.767894521e-03 1.797930000e+10 7.464210000e+04 3.644510000e+04 2.048070000e+00 1.009080000e+00 9.579290000e-01 3.967060000e-01 3.076900000e-01 2.202190000e-01 3.540090000e-07 9.225680000e-07 1.276580000e-06 1.129860000e-03 7.882200000e+04 2.554800000e+08 1.666600000e+00 1.779500000e+00 2.009600000e+15 7.971690000e-01 8.486530000e-07
2.913256300e-02 1.267500000e+07 1.309100000e+02 1.757200000e+17 2.948544356e-03 1.762480000e+10 7.615270000e+04 3.644510000e+04 2.089520000e+00 1.009050000e+00 9.579800000e-01 3.967080000e-01 3.077560000e-01 2.195330000e-01 3.681900000e-07 9.571540000e-07 1.325340000e-06 1.151240000e-03 7.890700000e+04 2.557200000e+08 1.666600000e+00 1.781000000e+00 2.009900000e+15 7.964670000e-01 8.486510000e-07
2.973089000e-02 1.266200000e+07 1.304300000e+02 1.751000000e+17 3.129194192e-03 1.729860000e+10 7.759820000e+04 3.644510000e+04 2.129180000e+00 1.009010000e+00 9.580560000e-01 3.967100000e-01 3.078190000e-01 2.212050000e-01 3.820250000e-07 1.001240000e-06 1.383270000e-06 1.176120000e-03 7.903300000e+04 2.560600000e+08 1.666600000e+00 1.783200000e+00 2.010300000e+15 7.954260000e-01 8.486500000e-07
3.086425600e-02 1.264700000e+07 1.299000000e+02 1.744400000e+17 3.490493863e-03 1.671700000e+10 8.031750000e+04 3.644510000e+04 2.203790000e+00 1.008970000e+00 9.581370000e-01 3.967130000e-01 3.079380000e-01 2.217630000e-01 4.086670000e-07 1.075040000e-06 1.483710000e-06 1.218080000e-03 7.916800000e+04 2.564300000e+08 1.666600000e+00 1.785600000e+00 2.010700000e+15 7.943110000e-01 8.486470000e-07
3.157868100e-02 1.263100000e+07 1.293600000e+02 1.737400000e+17 3.731360310e-03 1.637280000e+10 8.201900000e+04 3.644510000e+04 2.250480000e+00 1.008930000e+00 9.582220000e-01 3.967160000e-01 3.080140000e-01 2.202930000e-01 4.257860000e-07 1.113410000e-06 1.539200000e-06 1.240650000e-03 7.931100000e+04 2.568200000e+08 1.666600000e+00 1.788100000e+00 2.011100000e+15 7.931370000e-01 8.486450000e-07
3.273364900e-02 1.261500000e+07 1.288000000e+02 1.730300000e+17 4.142699856e-03 1.584950000e+10 8.474800000e+04 3.644510000e+04 2.325360000e+00 1.008880000e+00 9.583080000e-01 3.967200000e-01 3.081380000e-01 2.193660000e-01 4.539030000e-07 1.183390000e-06 1.637290000e-06 1.279570000e-03 7.945400000e+04 2.572200000e+08 1.666600000e+00 1.790700000e+00 2.011500000e+15 7.919520000e-01 8.486410000e-07
3.346357500e-02 1.259800000e+07 1.282000000e+02 1.722600000e+17 4.416926220e-03 1.553830000e+10 8.645910000e+04 3.644510000e+04 2.372310000e+00 1.008830000e+00 9.584020000e-01 3.967230000e-01 3.082160000e-01 2.180510000e-01 4.719880000e-07 1.224020000e-06 1.696010000e-06 1.302310000e-03 7.961100000e+04 2.576500000e+08 1.666600000e+00 1.793500000e+00 2.011900000e+15 7.906750000e-01 8.486390000e-07
3.468913800e-02 1.257700000e+07 1.274700000e+02 1.713200000e+17 4.902730333e-03 1.504690000e+10 8.930710000e+04 3.644510000e+04 2.450450000e+00 1.008770000e+00 9.585170000e-01 3.967270000e-01 3.083470000e-01 2.201050000e-01 5.027990000e-07 1.317860000e-06 1.820650000e-06 1.349320000e-03 7.980400000e+04 2.581900000e+08 1.666600000e+00 1.797000000e+00 2.012500000e+15 7.890850000e-01 8.486360000e-07
3.584013400e-02 1.255900000e+07 1.268500000e+02 1.705200000e+17 5.388534445e-03 1.461760000e+10 9.195310000e+04 3.644510000e+04 2.523060000e+00 1.008720000e+00 9.586140000e-01 3.967310000e-01 3.084730000e-01 2.159120000e-01 5.322120000e-07 1.370070000e-06 1.902280000e-06 1.379230000e-03 7.996600000e+04 2.586300000e+08 1.666600000e+00 1.800000000e+00 2.012900000e+15 7.877610000e-01 8.486320000e-07
3.666566100e-02 1.253900000e+07 1.261900000e+02 1.696700000e+17 5.754965002e-03 1.432700000e+10 9.383370000e+04 3.644510000e+04 2.574660000e+00 1.008670000e+00 9.587180000e-01 3.967340000e-01 3.085630000e-01 2.145640000e-01 5.536310000e-07 1.417460000e-06 1.971090000e-06 1.403960000e-03 8.014100000e+04 2.591100000e+08 1.666600000e+00 1.803200000e+00 2.013300000e+15 7.863510000e-01 8.486290000e-07
3.788121300e-02 1.251600000e+07 1.253900000e+02 1.686400000e+17 6.322381861e-03 1.392380000e+10 9.657570000e+04 3.644510000e+04 2.649890000e+00 1.008600000e+00 9.588430000e-01 3.967390000e-01 3.086920000e-01 2.156590000e-01 5.855600000e-07 1.508700000e-06 2.094260000e-06 1.447160000e-03 8.035300000e+04 2.597000000e+08 1.666600000e+00 1.807100000e+00 2.013900000e+15 7.846330000e-01 8.486260000e-07
3.910021500e-02 1.249100000e+07 1.245600000e+02 1.675700000e+17 6.925340768e-03 1.354620000e+10 9.929280000e+04 3.644510000e+04 2.724450000e+00 1.008530000e+00 9.589740000e-01 3.967440000e-01 3.088230000e-01 2.140850000e-01 6.180160000e-07 1.582640000e-06 2.200660000e-06 1.483460000e-03 8.057300000e+04 2.603100000e+08 1.666600000e+00 1.811100000e+00 2.014400000e+15 7.828550000e-01 8.486210000e-07
4.035396600e-02 1.246900000e+07 1.238200000e+02 1.666100000e+17 7.581612747e-03 1.318310000e+10 1.020530000e+05 3.644510000e+04 2.800170000e+00 1.008470000e+00 9.590910000e-01 3.967480000e-01 3.089560000e-01 2.109980000e-01 6.518060000e-07 1.647230000e-06 2.299030000e-06 1.516260000e-03 8.077100000e+04 2.608500000e+08 1.666600000e+00 1.814900000e+00 2.014800000e+15 7.812660000e-01 8.486170000e-07
4.130313100e-02 1.245000000e+07 1.231900000e+02 1.657700000e+17 8.103236252e-03 1.292370000e+10 1.041180000e+05 3.644510000e+04 2.856850000e+00 1.008420000e+00 9.591920000e-01 3.967510000e-01 3.090560000e-01 2.081650000e-01 6.776770000e-07 1.691200000e-06 2.368880000e-06 1.539120000e-03 8.094100000e+04 2.613200000e+08 1.666600000e+00 1.818100000e+00 2.015100000e+15 7.799100000e-01 8.486140000e-07
4.221516000e-02 1.243000000e+07 1.225300000e+02 1.649200000e+17 8.624859758e-03 1.268600000e+10 1.060840000e+05 3.644510000e+04 2.910790000e+00 1.008370000e+00 9.592970000e-01 3.967550000e-01 3.091490000e-01 2.069620000e-01 7.027650000e-07 1.745180000e-06 2.447940000e-06 1.564590000e-03 8.111700000e+04 2.618100000e+08 1.666600000e+00 1.821400000e+00 2.015400000e+15 7.785160000e-01 8.486100000e-07
4.319088000e-02 1.240900000e+07 1.218600000e+02 1.640400000e+17 9.205322306e-03 1.244370000e+10 1.081660000e+05 3.644510000e+04 2.967910000e+00 1.008310000e+00 9.594040000e-01 3.967590000e-01 3.092460000e-01 2.057180000e-01 7.298160000e-07 1.803070000e-06 2.532880000e-06 1.591500000e-03 8.129700000e+04 2.623000000e+08 1.666600000e+00 1.824900000e+00 2.015700000e+15 7.770900000e-01 8.486070000e-07
4.412943000e-02 1.238400000e+07 1.210500000e+02 1.629700000e+17 9.785784855e-03 1.222150000e+10 1.101470000e+05 3.644510000e+04 3.022280000e+00 1.008250000e+00 9.595340000e-01 3.967640000e-01 3.093360000e-01 2.053390000e-01 7.560670000e-07 1.865920000e-06 2.621990000e-06 1.619260000e-03 8.151700000e+04 2.629100000e+08 1.666600000e+00 1.829100000e+00 2.016000000e+15 7.753590000e-01 8.486030000e-07
4.545965400e-02 1.235700000e+07 1.201700000e+02 1.618200000e+17 1.064605730e-02 1.192360000e+10 1.129200000e+05 3.644510000e+04 3.098360000e+00 1.008170000e+00 9.596740000e-01 3.967690000e-01 3.094580000e-01 2.045430000e-01 7.935110000e-07 1.952940000e-06 2.746450000e-06 1.657240000e-03 8.175600000e+04 2.635700000e+08 1.666600000e+00 1.833700000e+00 2.016400000e+15 7.734840000e-01 8.485980000e-07
4.657381700e-02 1.232100000e+07 1.190300000e+02 1.603200000e+17 1.140092811e-02 1.168840000e+10 1.152100000e+05 3.644510000e+04 3.161200000e+00 1.008080000e+00 9.598580000e-01 3.967750000e-01 3.095560000e-01 2.037750000e-01 8.251910000e-07 2.024830000e-06 2.850020000e-06 1.688200000e-03 8.207100000e+04 2.644300000e+08 1.666600000e+00 1.839800000e+00 2.016800000e+15 7.710420000e-01 8.485930000e-07
4.853315300e-02 1.228600000e+07 1.179100000e+02 1.588400000e+17 1.280526809e-02 1.130330000e+10 1.191640000e+05 3.644510000e+04 3.269700000e+00 1.007990000e+00 9.600390000e-01 3.967810000e-01 3.097230000e-01 2.014880000e-01 8.811320000e-07 2.141170000e-06 3.022310000e-06 1.738480000e-03 8.237800000e+04 2.652800000e+08 1.666600000e+00 1.845900000e+00 2.017200000e+15 7.686420000e-01 8.485850000e-07
4.963895500e-02 1.226000000e+07 1.171100000e+02 1.577600000e+17 1.364172548e-02 1.110030000e+10 1.213550000e+05 3.644510000e+04 3.329810000e+00 1.007920000e+00 9.601710000e-01 3.967860000e-01 3.098160000e-01 1.967690000e-01 9.129400000e-07 2.168270000e-06 3.081210000e-06 1.755340000e-03 8.260100000e+04 2.658900000e+08 1.666600000e+00 1.850400000e+00 2.017300000e+15 7.669290000e-01 8.485810000e-07
5.070472000e-02 1.221900000e+07 1.158300000e+02 1.560600000e+17 1.447818288e-02 1.091370000e+10 1.234390000e+05 3.644510000e+04 3.386980000e+00 1.007820000e+00 9.603800000e-01 3.967930000e-01 3.098950000e-01 1.968220000e-01 9.439120000e-07 2.243570000e-06 3.187490000e-06 1.785350000e-03 8.296100000e+04 2.668700000e+08 1.666600000e+00 1.857500000e+00 2.017600000e+15 7.642100000e-01 8.485760000e-07
