# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
2.217378600e-01 8.539200000e+06 2.866400000e+01 3.323600000e+16 3.928988381e-01 5.299160000e+09 2.189510000e+05 2.817180000e+04 7.771980000e+00 1.001200000e+00 9.884500000e-01 3.973030000e-01 2.548690000e-01 1.077750000e-02 5.817090000e-06 4.459250000e-07 6.263020000e-06 2.502600000e-03 0.000000000e+00 3.376900000e+08 1.666600000e+00 2.311200000e+00 1.741300000e+15 6.143700000e-01
2.223985590e-01 8.518500000e+06 2.845700000e+01 3.292000000e+16 3.948880049e-01 5.292850000e+09 2.187540000e+05 2.817180000e+04 7.764990000e+00 1.001180000e+00 9.885540000e-01 3.973040000e-01 2.544400000e-01 1.058270000e-02 5.836950000e-06 4.379860000e-07 6.274940000e-06 2.504980000e-03 0.000000000e+00 3.377600000e+08 1.666600000e+00 2.317500000e+00 1.737300000e+15 6.142650000e-01
2.231919640e-01 8.495900000e+06 2.823200000e+01 3.257700000e+16 3.972750050e-01 5.285350000e+09 2.185140000e+05 2.817180000e+04 7.756480000e+00 1.001170000e+00 9.886670000e-01 3.973050000e-01 2.539270000e-01 1.038220000e-02 5.860520000e-06 4.298190000e-07 6.290340000e-06 2.508050000e-03 0.000000000e+00 3.378500000e+08 1.666600000e+00 2.324300000e+00 1.733000000e+15 6.141540000e-01
2.239860120e-01 8.473400000e+06 2.800900000e+01 3.223800000e+16 3.996620052e-01 5.277930000e+09 2.182710000e+05 2.817180000e+04 7.747860000e+00 1.001160000e+00 9.887810000e-01 3.973060000e-01 2.534170000e-01 1.016740000e-02 5.883840000e-06 4.210430000e-07 6.304880000e-06 2.510950000e-03 0.000000000e+00 3.379300000e+08 1.666600000e+00 2.331200000e+00 1.728600000e+15 6.140440000e-01
2.247807370e-01 8.454700000e+06 2.782400000e+01 3.195800000e+16 4.020490053e-01 5.270580000e+09 2.180250000e+05 2.817180000e+04 7.739120000e+00 1.001150000e+00 9.888760000e-01 3.973070000e-01 2.529090000e-01 9.979030000e-03 5.906760000e-06 4.133450000e-07 6.320100000e-06 2.513980000e-03 0.000000000e+00 3.380000000e+08 1.666600000e+00 2.337000000e+00 1.725000000e+15 6.139540000e-01
2.253109420e-01 8.436000000e+06 2.763900000e+01 3.167900000e+16 4.036403388e-01 5.265730000e+09 2.178590000e+05 2.817180000e+04 7.733230000e+00 1.001140000e+00 9.889710000e-01 3.973080000e-01 2.525710000e-01 9.800140000e-03 5.922160000e-06 4.059950000e-07 6.328150000e-06 2.515580000e-03 0.000000000e+00 3.380700000e+08 1.666600000e+00 2.342800000e+00 1.721400000e+15 6.138650000e-01
2.261068630e-01 8.413600000e+06 2.741900000e+01 3.134700000e+16 4.060273389e-01 5.258510000e+09 2.176070000e+05 2.817180000e+04 7.724290000e+00 1.001130000e+00 9.890850000e-01 3.973090000e-01 2.520630000e-01 9.613350000e-03 5.944950000e-06 3.983360000e-07 6.343290000e-06 2.518590000e-03 0.000000000e+00 3.381500000e+08 1.666600000e+00 2.349800000e+00 1.717100000e+15 6.137610000e-01
2.269035430e-01 8.391300000e+06 2.720000000e+01 3.101700000e+16 4.084143391e-01 5.251360000e+09 2.173520000e+05 2.817180000e+04 7.715240000e+00 1.001110000e+00 9.891990000e-01 3.973100000e-01 2.515580000e-01 9.417210000e-03 5.967450000e-06 3.902760000e-07 6.357730000e-06 2.521450000e-03 0.000000000e+00 3.382300000e+08 1.666600000e+00 2.356800000e+00 1.712700000e+15 6.136580000e-01
2.277010150e-01 8.369000000e+06 2.698200000e+01 3.069100000e+16 4.108013392e-01 5.244300000e+09 2.170940000e+05 2.817180000e+04 7.706060000e+00 1.001100000e+00 9.893140000e-01 3.973110000e-01 2.510550000e-01 9.216610000e-03 5.989720000e-06 3.820160000e-07 6.371740000e-06 2.524230000e-03 0.000000000e+00 3.383100000e+08 1.666600000e+00 2.363900000e+00 1.708400000e+15 6.135570000e-01
2.284993110e-01 8.350500000e+06 2.680200000e+01 3.042100000e+16 4.131883394e-01 5.237300000e+09 2.168320000e+05 2.817180000e+04 7.696780000e+00 1.001090000e+00 9.894090000e-01 3.973120000e-01 2.505560000e-01 9.043130000e-03 6.011560000e-06 3.748700000e-07 6.386430000e-06 2.527140000e-03 0.000000000e+00 3.383700000e+08 1.666600000e+00 2.369800000e+00 1.704800000e+15 6.134750000e-01
2.290319780e-01 8.332000000e+06 2.662200000e+01 3.015200000e+16 4.147796728e-01 5.232680000e+09 2.166560000e+05 2.817180000e+04 7.690520000e+00 1.001080000e+00 9.895050000e-01 3.973130000e-01 2.502230000e-01 8.871880000e-03 6.026240000e-06 3.677920000e-07 6.394030000e-06 2.528640000e-03 0.000000000e+00 3.384400000e+08 1.666600000e+00 2.375700000e+00 1.701200000e+15 6.133940000e-01
2.298317160e-01 8.309900000e+06 2.640700000e+01 2.983300000e+16 4.171666729e-01 5.225810000e+09 2.163890000e+05 2.817180000e+04 7.681050000e+00 1.001070000e+00 9.896200000e-01 3.973140000e-01 2.497240000e-01 8.695390000e-03 6.047920000e-06 3.604980000e-07 6.408420000e-06 2.531480000e-03 0.000000000e+00 3.385100000e+08 1.666600000e+00 2.382900000e+00 1.696900000e+15 6.132980000e-01
2.306323610e-01 8.287800000e+06 2.619300000e+01 2.951600000e+16 4.195536731e-01 5.219010000e+09 2.161190000e+05 2.817180000e+04 7.671460000e+00 1.001060000e+00 9.897350000e-01 3.973150000e-01 2.492290000e-01 8.506380000e-03 6.069290000e-06 3.526750000e-07 6.421960000e-06 2.534160000e-03 0.000000000e+00 3.385900000e+08 1.666600000e+00 2.390100000e+00 1.692600000e+15 6.132040000e-01
2.314339460e-01 8.265700000e+06 2.598100000e+01 2.920200000e+16 4.219406732e-01 5.212290000e+09 2.158450000e+05 2.817180000e+04 7.661750000e+00 1.001040000e+00 9.898500000e-01 3.973170000e-01 2.487360000e-01 8.317910000e-03 6.090410000e-06 3.448640000e-07 6.435270000e-06 2.536780000e-03 0.000000000e+00 3.386600000e+08 1.666600000e+00 2.397400000e+00 1.688300000e+15 6.131120000e-01
2.322365010e-01 8.245500000e+06 2.578700000e+01 2.891500000e+16 4.243276734e-01 5.205630000e+09 2.155690000e+05 2.817180000e+04 7.651930000e+00 1.001030000e+00 9.899560000e-01 3.973180000e-01 2.482450000e-01 8.141650000e-03 6.111180000e-06 3.375500000e-07 6.448730000e-06 2.539440000e-03 0.000000000e+00 3.387300000e+08 1.666600000e+00 2.404100000e+00 1.684400000e+15 6.130290000e-01
2.329118330e-01 8.227000000e+06 2.561000000e+01 2.865400000e+16 4.263339780e-01 5.200090000e+09 2.153340000e+05 2.817180000e+04 7.643590000e+00 1.001020000e+00 9.900530000e-01 3.973190000e-01 2.478340000e-01 7.979790000e-03 6.128500000e-06 3.308260000e-07 6.459330000e-06 2.541520000e-03 0.000000000e+00 3.387900000e+08 1.666600000e+00 2.410200000e+00 1.680800000e+15 6.129540000e-01
2.335878920e-01 8.206300000e+06 2.541200000e+01 2.836400000e+16 4.283402827e-01 5.194600000e+09 2.150960000e+05 2.817180000e+04 7.635180000e+00 1.001010000e+00 9.901620000e-01 3.973200000e-01 2.474240000e-01 7.817790000e-03 6.145770000e-06 3.240900000e-07 6.469860000e-06 2.543590000e-03 0.000000000e+00 3.388600000e+08 1.666600000e+00 2.417200000e+00 1.676700000e+15 6.128720000e-01
2.344340210e-01 8.185600000e+06 2.521500000e+01 2.807500000e+16 4.308481635e-01 5.187810000e+09 2.147970000e+05 2.817180000e+04 7.624540000e+00 1.001000000e+00 9.902720000e-01 3.973210000e-01 2.469140000e-01 7.651180000e-03 6.166870000e-06 3.171520000e-07 6.484030000e-06 2.546380000e-03 0.000000000e+00 3.389300000e+08 1.666600000e+00 2.424200000e+00 1.672700000e+15 6.127910000e-01
2.351117870e-01 8.165000000e+06 2.501900000e+01 2.778900000e+16 4.328544681e-01 5.182440000e+09 2.145550000e+05 2.817180000e+04 7.615950000e+00 1.000990000e+00 9.903810000e-01 3.973220000e-01 2.465080000e-01 7.487310000e-03 6.183690000e-06 3.103270000e-07 6.494020000e-06 2.548340000e-03 0.000000000e+00 3.389900000e+08 1.666600000e+00 2.431300000e+00 1.668600000e+15 6.127110000e-01
2.359601100e-01 8.144400000e+06 2.482400000e+01 2.750500000e+16 4.353623489e-01 5.175790000e+09 2.142490000e+05 2.817180000e+04 7.605090000e+00 1.000980000e+00 9.904910000e-01 3.973230000e-01 2.460030000e-01 7.329750000e-03 6.204260000e-06 3.037490000e-07 6.508000000e-06 2.551080000e-03 0.000000000e+00 3.390600000e+08 1.666600000e+00 2.438400000e+00 1.664600000e+15 6.126330000e-01
2.366396800e-01 8.126100000e+06 2.465200000e+01 2.725500000e+16 4.373686535e-01 5.170520000e+09 2.140020000e+05 2.817180000e+04 7.596320000e+00 1.000970000e+00 9.905880000e-01 3.973240000e-01 2.456010000e-01 7.178190000e-03 6.220520000e-06 2.974240000e-07 6.517940000e-06 2.553030000e-03 0.000000000e+00 3.391100000e+08 1.666600000e+00 2.444700000e+00 1.661000000e+15 6.125650000e-01
2.373200820e-01 8.107800000e+06 2.448000000e+01 2.700600000e+16 4.393749581e-01 5.165300000e+09 2.137530000e+05 2.817180000e+04 7.587470000e+00 1.000950000e+00 9.906860000e-01 3.973250000e-01 2.452010000e-01 7.039570000e-03 6.236620000e-06 2.916310000e-07 6.528250000e-06 2.555040000e-03 0.000000000e+00 3.391700000e+08 1.666600000e+00 2.451100000e+00 1.657400000e+15 6.124980000e-01
2.380013370e-01 8.091900000e+06 2.433000000e+01 2.679000000e+16 4.413812628e-01 5.160130000e+09 2.135010000e+05 2.817180000e+04 7.578550000e+00 1.000950000e+00 9.907710000e-01 3.973260000e-01 2.448030000e-01 6.913610000e-03 6.252400000e-06 2.863590000e-07 6.538760000e-06 2.557100000e-03 0.000000000e+00 3.392200000e+08 1.666600000e+00 2.456700000e+00 1.654200000e+15 6.124410000e-01
2.385128480e-01 8.073700000e+06 2.416000000e+01 2.654400000e+16 4.428859912e-01 5.156290000e+09 2.133110000e+05 2.817180000e+04 7.571800000e+00 1.000940000e+00 9.908690000e-01 3.973270000e-01 2.445050000e-01 6.784250000e-03 6.264390000e-06 2.809570000e-07 6.545340000e-06 2.558390000e-03 0.000000000e+00 3.392800000e+08 1.666600000e+00 2.463200000e+00 1.650700000e+15 6.123760000e-01
2.393664830e-01 8.053200000e+06 2.396900000e+01 2.627000000e+16 4.453938720e-01 5.149940000e+09 2.129920000e+05 2.817180000e+04 7.560460000e+00 1.000920000e+00 9.909790000e-01 3.973280000e-01 2.440100000e-01 6.646710000e-03 6.283740000e-06 2.751840000e-07 6.558920000e-06 2.561040000e-03 0.000000000e+00 3.393400000e+08 1.666600000e+00 2.470500000e+00 1.646600000e+15 6.123040000e-01
2.400504110e-01 8.035100000e+06 2.380100000e+01 2.602800000e+16 4.474001767e-01 5.144910000e+09 2.127340000e+05 2.817180000e+04 7.551300000e+00 1.000910000e+00 9.910770000e-01 3.973290000e-01 2.436180000e-01 6.513970000e-03 6.298990000e-06 2.696210000e-07 6.568610000e-06 2.562930000e-03 0.000000000e+00 3.393900000e+08 1.666600000e+00 2.477000000e+00 1.643100000e+15 6.122410000e-01
2.407352700e-01 8.019200000e+06 2.365400000e+01 2.581700000e+16 4.494064813e-01 5.139930000e+09 2.124740000e+05 2.817180000e+04 7.542070000e+00 1.000900000e+00 9.911630000e-01 3.973300000e-01 2.432280000e-01 6.397520000e-03 6.313940000e-06 2.647300000e-07 6.578670000e-06 2.564890000e-03 0.000000000e+00 3.394400000e+08 1.666700000e+00 2.482800000e+00 1.639900000e+15 6.121870000e-01
2.412495360e-01 8.001200000e+06 2.348600000e+01 2.557800000e+16 4.509112098e-01 5.136230000e+09 2.122770000e+05 2.817180000e+04 7.535100000e+00 1.000890000e+00 9.912610000e-01 3.973310000e-01 2.429350000e-01 6.276490000e-03 6.325300000e-06 2.596660000e-07 6.584970000e-06 2.566120000e-03 0.000000000e+00 3.395000000e+08 1.666700000e+00 2.489400000e+00 1.636300000e+15 6.121270000e-01
2.421078590e-01 7.980800000e+06 2.329900000e+01 2.531200000e+16 4.534190906e-01 5.130120000e+09 2.119470000e+05 2.817180000e+04 7.523380000e+00 1.000880000e+00 9.913720000e-01 3.973320000e-01 2.424500000e-01 6.150650000e-03 6.343600000e-06 2.543630000e-07 6.597960000e-06 2.568650000e-03 0.000000000e+00 3.395600000e+08 1.666700000e+00 2.496900000e+00 1.632300000e+15 6.120590000e-01
2.427956280e-01 7.962800000e+06 2.313400000e+01 2.507600000e+16 4.554253952e-01 5.125280000e+09 2.116800000e+05 2.817180000e+04 7.513910000e+00 1.000870000e+00 9.914700000e-01 3.973330000e-01 2.420670000e-01 6.020160000e-03 6.357990000e-06 2.488850000e-07 6.606880000e-06 2.570380000e-03 0.000000000e+00 3.396100000e+08 1.666700000e+00 2.503600000e+00 1.628800000e+15 6.120010000e-01
2.434844060e-01 7.944800000e+06 2.296900000e+01 2.484200000e+16 4.574316998e-01 5.120490000e+09 2.114120000e+05 2.817180000e+04 7.504380000e+00 1.000860000e+00 9.915690000e-01 3.973340000e-01 2.416840000e-01 5.892830000e-03 6.372200000e-06 2.435360000e-07 6.615730000e-06 2.572110000e-03 0.000000000e+00 3.396600000e+08 1.666700000e+00 2.510300000e+00 1.625200000e+15 6.119430000e-01
2.441742140e-01 7.926800000e+06 2.280400000e+01 2.461000000e+16 4.594380045e-01 5.115750000e+09 2.111410000e+05 2.817180000e+04 7.494770000e+00 1.000850000e+00 9.916670000e-01 3.973350000e-01 2.413030000e-01 5.782450000e-03 6.386180000e-06 2.388860000e-07 6.625070000e-06 2.573920000e-03 0.000000000e+00 3.397100000e+08 1.666700000e+00 2.517100000e+00 1.621600000e+15 6.118870000e-01
2.448650720e-01 7.908900000e+06 2.264100000e+01 2.438000000e+16 4.614443091e-01 5.111050000e+09 2.108680000e+05 2.817180000e+04 7.485080000e+00 1.000840000e+00 9.917660000e-01 3.973360000e-01 2.409250000e-01 5.665320000e-03 6.399970000e-06 2.339570000e-07 6.633920000e-06 2.575640000e-03 0.000000000e+00 3.397600000e+08 1.666700000e+00 2.523900000e+00 1.618100000e+15 6.118310000e-01
2.455570000e-01 7.890900000e+06 2.247800000e+01 2.415100000e+16 4.634506137e-01 5.106400000e+09 2.105930000e+05 2.817180000e+04 7.475320000e+00 1.000830000e+00 9.918640000e-01 3.973370000e-01 2.405470000e-01 5.550380000e-03 6.413550000e-06 2.291170000e-07 6.642670000e-06 2.577340000e-03 0.000000000e+00 3.398100000e+08 1.666700000e+00 2.530800000e+00 1.614500000e+15 6.117760000e-01
2.462500190e-01 7.873000000e+06 2.231600000e+01 2.392300000e+16 4.654569183e-01 5.101790000e+09 2.103160000e+05 2.817180000e+04 7.465480000e+00 1.000820000e+00 9.919630000e-01 3.973380000e-01 2.401720000e-01 5.437460000e-03 6.426940000e-06 2.243600000e-07 6.651300000e-06 2.579010000e-03 0.000000000e+00 3.398600000e+08 1.666700000e+00 2.537700000e+00 1.611000000e+15 6.117220000e-01
2.469441480e-01 7.855100000e+06 2.215500000e+01 2.369700000e+16 4.674632230e-01 5.097230000e+09 2.100370000e+05 2.817180000e+04 7.455570000e+00 1.000810000e+00 9.920620000e-01 3.973390000e-01 2.397980000e-01 5.325260000e-03 6.440130000e-06 2.196320000e-07 6.659760000e-06 2.580650000e-03 0.000000000e+00 3.399100000e+08 1.666700000e+00 2.544600000e+00 1.607400000e+15 6.116700000e-01
2.476394090e-01 7.837300000e+06 2.199400000e+01 2.347300000e+16 4.694695276e-01 5.092720000e+09 2.097550000e+05 2.817180000e+04 7.445580000e+00 1.000800000e+00 9.921610000e-01 3.973400000e-01 2.394250000e-01 5.216220000e-03 6.453120000e-06 2.150350000e-07 6.668150000e-06 2.582280000e-03 0.000000000e+00 3.399600000e+08 1.666700000e+00 2.551600000e+00 1.603900000e+15 6.116180000e-01
2.483358220e-01 7.819400000e+06 2.183400000e+01 2.325100000e+16 4.714758322e-01 5.088250000e+09 2.094720000e+05 2.817180000e+04 7.435520000e+00 1.000790000e+00 9.922590000e-01 3.973410000e-01 2.390540000e-01 5.097220000e-03 6.465910000e-06 2.100270000e-07 6.675940000e-06 2.583780000e-03 0.000000000e+00 3.400100000e+08 1.666700000e+00 2.558600000e+00 1.600300000e+15 6.115670000e-01
2.490334080e-01 7.801600000e+06 2.167500000e+01 2.302900000e+16 4.734821369e-01 5.083820000e+09 2.091860000e+05 2.817180000e+04 7.425390000e+00 1.000780000e+00 9.923580000e-01 3.973420000e-01 2.386840000e-01 5.000990000e-03 6.478500000e-06 2.059580000e-07 6.684460000e-06 2.585430000e-03 0.000000000e+00 3.400600000e+08 1.666700000e+00 2.565700000e+00 1.596800000e+15 6.115170000e-01
2.497321870e-01 7.783800000e+06 2.151700000e+01 2.281000000e+16 4.754884415e-01 5.079440000e+09 2.088990000e+05 2.817180000e+04 7.415180000e+00 1.000770000e+00 9.924580000e-01 3.973430000e-01 2.383160000e-01 4.895730000e-03 6.490890000e-06 2.015160000e-07 6.692410000e-06 2.586970000e-03 0.000000000e+00 3.401100000e+08 1.666700000e+00 2.572800000e+00 1.593200000e+15 6.114670000e-01
2.504321810e-01 7.766100000e+06 2.135900000e+01 2.259200000e+16 4.774947461e-01 5.075100000e+09 2.086090000e+05 2.817180000e+04 7.404900000e+00 1.000760000e+00 9.925570000e-01 3.973450000e-01 2.379490000e-01 4.792400000e-03 6.503080000e-06 1.971550000e-07 6.700240000e-06 2.588480000e-03 0.000000000e+00 3.401600000e+08 1.666700000e+00 2.579900000e+00 1.589700000e+15 6.114190000e-01
2.511334110e-01 7.748300000e+06 2.120200000e+01 2.237500000e+16 4.795010508e-01 5.070810000e+09 2.083170000e+05 2.817180000e+04 7.394540000e+00 1.000750000e+00 9.926560000e-01 3.973460000e-01 2.375840000e-01 4.691040000e-03 6.515070000e-06 1.928760000e-07 6.707950000e-06 2.589970000e-03 0.000000000e+00 3.402000000e+08 1.666700000e+00 2.587100000e+00 1.586100000e+15 6.113710000e-01
2.518358980e-01 7.730600000e+06 2.104500000e+01 2.216000000e+16 4.815073554e-01 5.066560000e+09 2.080240000e+05 2.817180000e+04 7.384110000e+00 1.000740000e+00 9.927550000e-01 3.973470000e-01 2.372200000e-01 4.591760000e-03 6.526870000e-06 1.886840000e-07 6.715550000e-06 2.591440000e-03 0.000000000e+00 3.402500000e+08 1.666700000e+00 2.594300000e+00 1.582600000e+15 6.113250000e-01
2.525396640e-01 7.712900000e+06 2.089000000e+01 2.194700000e+16 4.835136600e-01 5.062360000e+09 2.077280000e+05 2.817180000e+04 7.373610000e+00 1.000730000e+00 9.928540000e-01 3.973480000e-01 2.368580000e-01 4.494620000e-03 6.538460000e-06 1.845800000e-07 6.723040000e-06 2.592880000e-03 0.000000000e+00 3.403000000e+08 1.666700000e+00 2.601600000e+00 1.579100000e+15 6.112790000e-01
2.532447300e-01 7.695200000e+06 2.073500000e+01 2.173500000e+16 4.855199647e-01 5.058200000e+09 2.074300000e+05 2.817180000e+04 7.363040000e+00 1.000720000e+00 9.929540000e-01 3.973490000e-01 2.364970000e-01 4.381500000e-03 6.549850000e-06 1.798220000e-07 6.729680000e-06 2.594160000e-03 0.000000000e+00 3.403400000e+08 1.666700000e+00 2.608900000e+00 1.575500000e+15 6.112340000e-01
2.539511180e-01 7.675500000e+06 2.056300000e+01 2.150000000e+16 4.875262693e-01 5.054090000e+09 2.071300000e+05 2.817180000e+04 7.352390000e+00 1.000710000e+00 9.930650000e-01 3.973500000e-01 2.361360000e-01 4.300070000e-03 6.561160000e-06 1.763660000e-07 6.737530000e-06 2.595680000e-03 0.000000000e+00 3.403900000e+08 1.666700000e+00 2.617100000e+00 1.571600000e+15 6.111850000e-01
2.548228720e-01 7.651700000e+06 2.035600000e+01 2.121800000e+16 4.899969963e-01 5.049080000e+09 2.067580000e+05 2.817180000e+04 7.339180000e+00 1.000690000e+00 9.931990000e-01 3.973520000e-01 2.356930000e-01 4.189190000e-03 6.574840000e-06 1.716760000e-07 6.746520000e-06 2.597410000e-03 0.000000000e+00 3.404500000e+08 1.666700000e+00 2.627000000e+00 1.566800000e+15 6.111260000e-01
2.558611990e-01 7.625900000e+06 2.013300000e+01 2.091600000e+16 4.929321457e-01 5.043220000e+09 2.063110000e+05 2.817180000e+04 7.323340000e+00 1.000680000e+00 9.933450000e-01 3.973530000e-01 2.351700000e-01 4.067990000e-03 6.590550000e-06 1.665390000e-07 6.757090000e-06 2.599440000e-03 0.000000000e+00 3.405200000e+08 1.666700000e+00 2.637900000e+00 1.561700000e+15 6.110650000e-01
2.569025300e-01 7.600200000e+06 1.991100000e+01 2.061700000e+16 4.958672950e-01 5.037450000e+09 2.058610000e+05 2.817180000e+04 7.307340000e+00 1.000660000e+00 9.934910000e-01 3.973550000e-01 2.346510000e-01 3.945950000e-03 6.605790000e-06 1.613720000e-07 6.767160000e-06 2.601380000e-03 0.000000000e+00 3.405800000e+08 1.666700000e+00 2.648900000e+00 1.556500000e+15 6.110050000e-01
2.579469350e-01 7.574500000e+06 1.969100000e+01 2.032100000e+16 4.988024444e-01 5.031770000e+09 2.054060000e+05 2.817180000e+04 7.291190000e+00 1.000650000e+00 9.936370000e-01 3.973570000e-01 2.341350000e-01 3.829330000e-03 6.620600000e-06 1.564300000e-07 6.777030000e-06 2.603270000e-03 0.000000000e+00 3.406500000e+08 1.666700000e+00 2.660000000e+00 1.551400000e+15 6.109460000e-01
2.589944860e-01 7.548800000e+06 1.947200000e+01 2.002800000e+16 5.017375938e-01 5.026190000e+09 2.049470000e+05 2.817180000e+04 7.274890000e+00 1.000630000e+00 9.937830000e-01 3.973580000e-01 2.336210000e-01 3.718310000e-03 6.634980000e-06 1.517200000e-07 6.786700000e-06 2.605130000e-03 0.000000000e+00 3.407100000e+08 1.666700000e+00 2.671200000e+00 1.546200000e+15 6.108890000e-01
2.600452550e-01 7.523200000e+06 1.925500000e+01 1.973800000e+16 5.046727431e-01 5.020700000e+09 2.044830000e+05 2.817180000e+04 7.258430000e+00 1.000620000e+00 9.939290000e-01 3.973600000e-01 2.331100000e-01 3.593460000e-03 6.648940000e-06 1.464510000e-07 6.795390000e-06 2.606800000e-03 0.000000000e+00 3.407700000e+08 1.666700000e+00 2.682600000e+00 1.541100000e+15 6.108330000e-01
2.610993140e-01 7.497600000e+06 1.903900000e+01 1.945100000e+16 5.076078925e-01 5.015310000e+09 2.040150000e+05 2.817180000e+04 7.241820000e+00 1.000600000e+00 9.940750000e-01 3.973620000e-01 2.326020000e-01 3.514340000e-03 6.662470000e-06 1.430500000e-07 6.805520000e-06 2.608740000e-03 0.000000000e+00 3.408300000e+08 1.666700000e+00 2.694000000e+00 1.535900000e+15 6.107790000e-01
2.621567380e-01 7.472000000e+06 1.882500000e+01 1.916700000e+16 5.105430419e-01 5.010010000e+09 2.035430000e+05 2.817180000e+04 7.225050000e+00 1.000590000e+00 9.942220000e-01 3.973640000e-01 2.320960000e-01 3.431300000e-03 6.675580000e-06 1.394910000e-07 6.815070000e-06 2.610570000e-03 0.000000000e+00 3.408900000e+08 1.666700000e+00 2.705500000e+00 1.530800000e+15 6.107260000e-01
